Player,Season,Tm,SeasonPlayerBorn,MP,EstAdjTOV,TOV.,TOV100,ATRatio,PPR
Tom Kozelko,1975,WSB,1975 Tom Kozelko 1952,754,41.30458615,18.42765282,2.478293756,0.992625851,-1.852951302
Steve Kuberski,1975,MIL,1975 Steve Kuberski 1948,517,37.21966808,16.85217967,3.384522831,0.940363034,-2.685944826
Kevin Kunnert,1975,HOU,1975 Kevin Kunnert 1952,1801,182.9202272,19.59971098,4.737768999,0.590421309,-6.158813279
Sam Lacey,1975,KCO,1975 Sam Lacey 1949,3378,277.0604271,21.6775162,3.770991841,1.544789361,0.244905455
Bob Lanier,1975,DET,1975 Bob Lanier 1949,2987,313.1267837,16.10629442,5.006799154,1.117758104,-2.671357561
Stu Lantz,1975,TOT,1975 Stu Lantz 1947,1783,141.9953433,17.66648825,3.572767906,1.32398708,-0.934492989
Stu Lantz,1975,NOJ,1975 Stu Lantz 1947,353,27.39354622,16.530662,3.40484595,1.095148462,-2.094489014
Stu Lantz,1975,LAL,1975 Stu Lantz 1947,1430,114.6017971,17.96148742,3.61538873,1.378686932,-0.64814432
Clyde Lee,1975,TOT,1975 Clyde Lee 1945,2456,129.5359115,20.41813724,2.443461976,0.810586028,-2.424100632
Clyde Lee,1975,ATL,1975 Clyde Lee 1945,177,15.62391617,22.7144906,3.985883552,0.512035517,-5.813888609
Clyde Lee,1975,PHI,1975 Clyde Lee 1945,2279,113.9119953,20.13888823,2.320309043,0.851534553,-2.160830569
Russ Lee,1975,NOJ,1975 Russ Lee 1950,139,13.44511079,14.0631716,4.243981677,0.520635353,-6.315427424
Bill Ligon,1975,DET,1975 Bill Ligon 1953,272,23.21801963,13.10138759,4.076913016,1.076749887,-2.408585647
Bob Love,1975,CHI,1975 Bob Love 1943,2401,164.6086882,10.54826415,3.30070471,0.619651375,-4.023685472
Stan Love,1975,LAL,1975 Stan Love 1950,431,45.97544014,17.09026074,4.812250595,0.565519328,-6.645500419
Phil Lumpkin,1975,POR,1975 Phil Lumpkin 1952,792,64.02726773,23.60998297,3.706246866,2.764447184,6.814738923
Pete Maravich,1975,NOJ,1975 Pete Maravich 1948,2853,358.0426509,16.79624548,5.506262448,1.362966113,-1.146488522
Jack Marin,1975,BUF,1975 Jack Marin 1945,2147,162.5509726,14.82816821,3.374295105,0.818204886,-3.441281132
LaRue Martin,1975,POR,1975 LaRue Martin 1951,1372,130.1867097,18.21642284,4.350178678,0.530008018,-6.136057562
Don May,1975,KCO,1975 Don May 1946,139,9.600029274,13.93731881,3.175400405,0.520831745,-4.508414346
Bob McAdoo,1975,BUF,1975 Bob McAdoo 1952,3539,432.6870009,14.81334524,5.449025238,0.413693963,-8.854299733
Glenn McDonald,1975,BOS,1975 Glenn McDonald 1953,395,32.52406463,14.09163425,3.725062581,0.737915149,-4.183307502
Jon McGlocklin,1975,MIL,1975 Jon McGlocklin 1944,1853,114.749173,14.38988901,2.911317963,2.222238239,2.981696008
Kenny McIntosh,1975,SEA,1975 Kenny McIntosh 1949,101,6.684822898,16.8617802,3.011322783,1.04714816,-1.998174486
Jim McMillian,1975,BUF,1975 Jim McMillian 1949,2132,135.4677062,14.53348205,2.831875205,1.151565966,-1.475971211
Larry McNeill,1975,KCO,1975 Larry McNeill 1951,1749,128.9810499,14.6565869,3.390602181,0.565974614,-4.59201734
Cliff Meely,1975,HOU,1975 Cliff Meely 1948,753,83.93864332,17.69742429,5.19987414,0.536105877,-7.163166444
Gary Melchionni,1975,PHO,1975 Gary Melchionni 1951,1529,102.6589787,14.58847914,3.089913935,1.519594311,0.087705775
Dean Meminger,1975,ATL,1975 Dean Meminger 1949,2177,162.8718181,20.91876825,3.378278802,2.437499653,4.675923225
John Mengelt,1975,DET,1975 John Mengelt 1950,1995,145.7262915,15.24578719,3.488752723,1.379298121,-0.587784033
Steve Mix,1975,PHI,1975 Steve Mix 1948,1748,122.3924743,15.40317563,3.250378862,0.808873262,-3.226114092
Eric Money,1975,DET,1975 Eric Money 1956,889,84.72855343,20.00539344,4.552009989,1.192042067,-1.956717671
Earl Monroe,1975,NYK,1975 Earl Monroe 1945,2814,200.8651646,11.03154595,3.323250693,1.344185292,-0.741477066
Otto Moore,1975,TOT,1975 Otto Moore 1947,1066,80.26732997,21.54091327,3.306513196,1.034044611,-2.339024075
Otto Moore,1975,DET,1975 Otto Moore 1947,11,1.263710261,20.56917087,5.486937362,0.79132063,-5.427669041
Otto Moore,1975,NOJ,1975 Otto Moore 1947,1055,79.00361971,21.5572035,3.285628414,1.037927127,-2.306820194
Jeff Mullins,1975,GSW,1975 Jeff Mullins 1943,1141,98.25995188,15.10436855,3.841668342,1.557094188,0.327786864
Calvin Murphy,1975,HOU,1975 Calvin Murphy 1949,2513,216.2267856,14.05834828,4.013681125,1.762038866,1.503112393
Lloyd Neal,1975,POR,1975 Lloyd Neal 1951,2278,189.394463,15.93968571,3.811606984,0.733917971,-4.246171918
Don Nelson,1975,BOS,1975 Don Nelson 1941,2052,177.6334301,16.11109496,3.916275169,1.018952344,-2.77615806
Louie Nelson,1975,NOJ,1975 Louie Nelson 1952,1898,164.0391837,17.21221818,3.792060928,1.085106595,-2.390543571
Mike Newlin,1975,HOU,1975 Mike Newlin 1949,2709,257.7412073,19.87300626,4.438137121,1.563583892,0.403302303
Connie Norman,1975,PHI,1975 Connie Norman 1954,72,7.177482634,13.67205107,4.627648378,0.557298457,-6.265022177
Willie Norwood,1975,DET,1975 Willie Norwood 1948,347,31.13224566,18.03594266,4.285052523,0.513936584,-5.89786138
Jim Owens,1975,PHO,1975 Jim Owens 1951,432,23.94271506,13.60515154,2.550624807,2.046551524,2.019433242
Steve Patterson,1975,CLE,1975 Steve Patterson 1949,1269,78.53946008,15.78176773,2.958924023,1.184118148,-1.303345948
Curtis Perry,1975,PHO,1975 Curtis Perry 1949,2688,212.6305765,17.11628533,3.640435839,0.874756599,-3.29726847
Geoff Petrie,1975,POR,1975 Geoff Petrie 1949,3109,233.2229231,13.80782917,3.439102088,1.818003112,1.590342349
Howard Porter,1975,TOT,1975 Howard Porter 1949,1163,49.40602712,9.95755945,2.022983812,0.384568465,-3.159016376
Howard Porter,1975,NYK,1975 Howard Porter 1949,133,3.948875231,8.993341802,1.382306477,0.506473333,-1.966572855
Howard Porter,1975,DET,1975 Howard Porter 1949,1030,45.45715189,10.0511737,2.107852283,0.373978555,-3.312992093
Kevin Porter,1975,WSB,1975 Kevin Porter 1951,2589,269.8712192,22.89544842,4.715745664,2.408556207,6.313716266
Jim Price,1975,TOT,1975 Jim Price 1950,1870,195.2741609,19.57372437,4.872092076,1.464607497,-0.246390068
Jim Price,1975,LAL,1975 Jim Price 1950,339,48.64796172,20.66187423,6.47387873,1.295018286,-1.961050654
Jim Price,1975,MIL,1975 Jim Price 1950,1531,146.6261992,19.23758254,4.502480926,1.520874177,0.133276777
Ed Ratleff,1975,HOU,1975 Ed Ratleff 1951,2563,203.7497427,17.89869449,3.708295425,1.27116725,-1.212761451
Clifford Ray,1975,GSW,1975 Clifford Ray 1949,2519,214.4326868,23.50223647,3.797447565,0.830097326,-3.801747525
Kevin Restani,1975,MIL,1975 Kevin Restani 1952,1755,82.57061541,15.54619768,2.211891889,1.441190663,-0.184460517
Tom Riker,1975,NYK,1975 Tom Riker 1951,483,35.91299716,16.39915323,3.461681383,0.529056372,-4.812904863
Pat Riley,1975,LAL,1975 Pat Riley 1946,1016,97.79754616,14.77934909,4.342440331,1.237249857,-1.686110187
Ron Riley,1975,HOU,1975 Ron Riley 1951,1578,126.335184,19.77029454,3.734592159,1.029008672,-2.513847742
Mike Riordan,1975,WSB,1975 Mike Riordan 1946,2191,162.934871,12.81524031,3.364321702,1.215209481,-1.411906481
Rick Roberson,1975,NOJ,1975 Rick Roberson 1948,339,32.36615408,20.48929676,4.189047786,0.710618875,-5.0244309
Truck Robinson,1975,WSB,1975 Truck Robinson 1952,995,84.04947245,15.92903563,3.821534323,0.475910185,-5.767116159
Curtis Rowe,1975,DET,1975 Curtis Rowe 1950,2787,181.2165914,15.68843617,3.105533113,0.667709281,-3.607819331
Paul Ruffner,1975,BUF,1975 Paul Ruffner 1949,103,10.8061566,18.00841316,4.675839189,0.647778878,-5.960669843
Bob Rule,1975,MIL,1975 Bob Rule 1945,11,0.537234122,34.94810027,2.296076741,3.722771723,7.237265553
Campy Russell,1975,CLE,1975 Campy Russell 1952,754,73.00232178,14.29729531,4.628847271,0.616418751,-5.703225701
Cazzie Russell,1975,LAL,1975 Cazzie Russell 1945,1055,86.01410433,12.01760595,3.67804316,1.267234029,-1.265159968
Fred Saunders,1975,PHO,1975 Fred Saunders 1952,1059,84.8502725,15.92982805,3.687348708,0.942837278,-2.976103793
Dale Schlueter,1975,BUF,1975 Dale Schlueter 1946,962,86.07315004,27.12561709,3.987660343,1.208274589,-1.740105687
Charlie Scott,1975,PHO,1975 Charlie Scott 1949,2592,349.7504181,16.66914571,6.209836619,0.889205513,-5.494486293
Paul Silas,1975,BOS,1975 Paul Silas 1944,2661,214.0014783,19.20395513,3.638293682,1.046721741,-2.430219652
Tal Skinner,1975,SEA,1975 Tal Skinner 1953,1574,79.93497307,17.0213851,2.310579324,1.063364341,-1.478291385
Jerry Sloan,1975,CHI,1975 Jerry Sloan 1943,2577,169.3610016,14.75422987,3.164062649,0.950632073,-2.406971993
Bingo Smith,1975,CLE,1975 Bingo Smith 1947,2636,148.437721,10.37418282,2.692194276,1.542734545,0.160430413
Don Smith,1975,PHI,1975 Don Smith 1952,538,39.50203678,10.68367479,3.408457726,1.189812066,-1.518346366
Elmore Smith,1975,LAL,1975 Elmore Smith 1950,2341,177.9616053,18.12971824,3.429450276,0.814782491,-3.472658635
Greg Smith,1975,POR,1975 Greg Smith 1947,519,40.0466261,19.33063585,3.537472976,0.674214101,-4.247904836
Phil Smith,1975,GSW,1975 Phil Smith 1953,1055,100.0887196,15.79661336,4.23215573,1.348803347,-0.956276742
Randy Smith,1975,BUF,1975 Randy Smith 1949,3001,265.7783438,16.04381373,3.947109089,2.009193046,3.006386412
Dick Snyder,1975,CLE,1975 Dick Snyder 1945,2590,180.0935442,14.36274595,3.324343599,1.560300239,0.279528538
Mike Sojourner,1975,ATL,1975 Mike Sojourner 1954,2129,129.3172028,13.35152972,2.742765092,0.719161859,-3.161916523
Kevin Stacom,1975,BOS,1975 Kevin Stacom 1952,447,33.76646832,16.28976006,3.41746417,1.451143766,-0.246040639
Bud Stallworth,1975,NOJ,1975 Bud Stallworth 1950,1668,131.9587158,14.31162418,3.471090601,0.348593874,-6.072664818
Dave Stallworth,1975,NYK,1975 Dave Stallworth 1942,57,3.448776512,16.07912932,2.816908683,0.579915803,-3.711303822
Larry Steele,1975,POR,1975 Larry Steele 1950,2389,133.7632343,19.61328445,2.566936747,2.145582091,2.409799039
George Thompson,1975,MIL,1975 George Thompson 1948,1983,149.2137361,15.96938466,3.537541845,1.50790407,0.039650221
Nate Thurmond,1975,CHI,1975 Nate Thurmond 1942,2756,204.1454871,20.64775504,3.566207832,1.606697286,0.526893309
Dean Tolson,1975,SEA,1975 Dean Tolson 1952,87,8.809683084,16.53168601,4.607123038,0.567557306,-6.294654886
Rudy Tomjanovich,1975,HOU,1975 Rudy Tomjanovich 1949,3134,227.7049831,13.30250624,3.389217228,1.036428789,-2.245425966
George Trapp,1975,DET,1975 George Trapp 1949,1472,119.2801631,14.38982527,3.870219438,0.528168292,-5.250011079
John Tschogl,1975,PHI,1975 John Tschogl 1951,623,33.49238526,17.51946821,2.495621567,0.895725992,-2.165711919
Wes Unseld,1975,WSB,1975 Wes Unseld 1947,2904,157.9346398,20.17316657,2.460405196,1.880524757,1.379661166
Dick Van Arsdale,1975,PHO,1975 Dick Van Arsdale 1944,2419,164.9956789,13.64552818,3.139016737,1.181849132,-1.446700246
Tom Van Arsdale,1975,TOT,1975 Tom Van Arsdale 1944,2843,202.6201439,11.4204944,3.226658059,1.100581589,-1.897765645
Tom Van Arsdale,1975,PHI,1975 Tom Van Arsdale 1944,273,21.38849265,13.7609857,3.636957537,0.748065806,-3.927408786
Tom Van Arsdale,1975,ATL,1975 Tom Van Arsdale 1944,2570,181.2316513,11.19576627,3.184262755,1.142184594,-1.68216542
Norm Van Lier,1975,CHI,1975 Norm Van Lier 1948,2590,243.0635172,18.08261402,4.518206675,1.658002833,0.988538591
Neal Walk,1975,TOT,1975 Neal Walk 1949,1125,123.1415246,19.17072459,4.870911933,0.998850716,-3.657024407
Neal Walk,1975,NOJ,1975 Neal Walk 1949,851,96.29618094,19.67250914,4.964818984,1.04884741,-3.403389848
Neal Walk,1975,NYK,1975 Neal Walk 1949,274,26.84534364,17.56373011,4.561429604,0.819508973,-4.444772617
Chet Walker,1975,CHI,1975 Chet Walker 1941,2452,184.2435591,12.52127939,3.617578199,0.917264087,-2.919122858
Foots Walker,1975,CLE,1975 Foots Walker 1952,1070,81.5612026,19.98847226,3.64424333,2.354060434,4.340074523
Jimmy Walker,1975,KCO,1975 Jimmy Walker 1945,3122,178.0860596,12.12091456,2.622634468,1.26904936,-0.878263708
Bill Walton,1975,POR,1975 Bill Walton 1953,1153,125.5828929,23.65637053,4.993392811,1.329798957,-1.235868136
Perry Warbington,1975,PHI,1975 Perry Warbington 1953,70,8.515357818,28.01532349,5.647101067,1.878958036,3.073298356
Cornell Warner,1975,MIL,1975 Cornell Warner 1949,2519,133.9231914,18.0216676,2.499442314,0.948304761,-1.955399951
Jim Washington,1975,TOT,1975 Jim Washington 1944,1579,89.98626367,16.30462808,2.55898299,1.233521601,-1.012429618
Jim Washington,1975,ATL,1975 Jim Washington 1944,905,48.91800076,14.7291025,2.440776949,1.390081339,-0.396095848
Jim Washington,1975,BUF,1975 Jim Washington 1944,674,41.06826291,18.68537581,2.715638588,1.047037224,-1.839999443
Kermit Washington,1975,LAL,1975 Kermit Washington 1952,949,65.74690524,20.14138669,3.12542234,1.003849531,-2.291560089
Stan Washington,1975,WSB,1975 Stan Washington 1952,4,0.179207826,15.19730638,2.026855716,0,-4.480195655
Slick Watts,1975,SEA,1975 Slick Watts 1952,2056,203.8025312,24.78979999,4.50998649,2.448448491,6.26771087
Nick Weatherspoon,1975,WSB,1975 Nick Weatherspoon 1951,1347,114.5434783,15.53630169,3.847057031,0.445245777,-5.979471288
Scott Wedman,1975,KCO,1975 Scott Wedman 1953,2554,111.3669132,11.2246147,2.004822964,1.158333263,-0.993222914
Bob Weiss,1975,BUF,1975 Bob Weiss 1943,1338,98.05973552,25.23801984,3.26633059,2.651445046,5.625829433
Owen Wells,1975,HOU,1975 Owen Wells 1951,214,26.18024206,19.26998043,5.706709259,0.840328365,-5.380175419
Walt Wesley,1975,TOT,1975 Walt Wesley 1945,247,23.91210125,18.5664346,4.543579424,0.501837955,-6.442146254
Walt Wesley,1975,PHI,1975 Walt Wesley 1945,33,3.035951768,22.00610599,4.270725188,0.329385997,-7.179651823
Walt Wesley,1975,MIL,1975 Walt Wesley 1945,214,20.87614948,18.1537813,4.58619081,0.526917093,-6.328418759
Paul Westphal,1975,BOS,1975 Paul Westphal 1951,1581,128.9616239,14.86415197,3.690238849,1.822247526,1.752374624
John Wetzel,1975,ATL,1975 John Wetzel 1945,785,53.06384264,18.23851715,3.052368848,1.451082247,-0.220447046
Jo Jo White,1975,BOS,1975 Jo Jo White 1947,3220,290.3477832,15.87929445,4.079326778,1.577418622,0.465389756
Sidney Wicks,1975,POR,1975 Sidney Wicks 1950,3162,384.0681871,19.00774188,5.568535921,0.747263141,-6.095346419
Lenny Wilkens,1975,POR,1975 Lenny Wilkens 1938,1161,122.2457556,23.76630914,4.82720925,1.922357132,2.964764092
Jamaal Wilkes,1975,GSW,1975 Jamaal Wilkes 1954,2515,178.3399561,12.65486579,3.163294543,1.026130117,-2.240157301
Earl Williams,1975,PHO,1975 Earl Williams 1952,1040,98.59143125,18.3285622,4.362774449,0.963572582,-3.390201722
Nate Williams,1975,TOT,1975 Nate Williams 1951,1945,162.1215746,13.00174589,3.757017681,0.894390524,-3.365290898
Nate Williams,1975,KCO,1975 Nate Williams 1951,1131,88.73823639,12.24552926,3.607355362,0.878989748,-3.248296763
Nate Williams,1975,NOJ,1975 Nate Williams 1951,814,73.38333823,14.05102232,3.955459795,0.913013793,-3.52784663
Ron Williams,1975,MIL,1975 Ron Williams 1945,526,39.28824334,18.10115702,3.511497489,1.80715639,1.52948479
Bobby Wilson,1975,CHI,1975 Bobby Wilson 1951,425,37.57011255,13.04109753,4.255980653,0.958208468,-3.192967659
Lee Winfield,1975,BUF,1975 Lee Winfield 1948,1259,72.40857113,17.4761231,2.563243008,1.850609643,1.344302002
Harthorne Wingo,1975,NYK,1975 Harthorne Wingo 1948,1686,113.8782282,16.21831429,3.144602124,0.737630022,-3.432872375
Brian Winters,1975,LAL,1975 Brian Winters 1953,1516,150.4992455,15.03520139,4.478522194,1.295687559,-1.352192973
Luke Witte,1975,CLE,1975 Luke Witte 1951,271,24.3762,18.18899506,4.300354303,0.615354321,-5.30487085
Dave Wohl,1975,HOU,1975 Dave Wohl 1950,1722,156.2559577,23.50081331,4.232815127,2.175917033,4.088891343
Zaid Abdul-Aziz,1976,SEA,1976 Zaid Abdul-Aziz 1947,223,17.28719552,16.4565988,3.454977432,0.925540524,-2.968847019
Kareem Abdul-Jabbar,1976,LAL,1976 Kareem Abdul-Jabbar 1948,3379,361.4265741,15.2547872,4.753892658,1.142694062,-2.547891114
Alvan Adams,1976,PHO,1976 Alvan Adams 1955,2656,367.6812339,19.71606702,6.292463614,1.223886232,-2.548239228
Don Adams,1976,BUF,1976 Don Adams 1948,704,58.89946136,23.19063953,3.71152714,1.239400129,-1.453521974
Lucius Allen,1976,LAL,1976 Lucius Allen 1948,2388,230.6106683,17.12831939,4.292028071,1.548063681,0.309436002
Dan Anderson,1976,POR,1976 Dan Anderson 1951,614,48.37455993,18.88048827,3.511350561,1.757121928,1.350505984
Jerome Anderson,1976,BOS,1976 Jerome Anderson 1954,126,10.26616802,16.47696905,3.658485642,0.58444397,-4.973149223
Tiny Archibald,1976,KCK,1976 Tiny Archibald 1949,3184,383.4722491,17.1080525,5.469241892,1.603766639,0.833158006
Jim Ard,1976,BOS,1976 Jim Ard 1949,853,73.72498719,17.90636699,3.880870997,0.651068272,-4.891557701
Dennis Awtrey,1976,PHO,1976 Dennis Awtrey 1949,1376,128.8637216,26.80061649,4.256861839,1.233861618,-1.661607674
Gus Bailey,1976,HOU,1976 Gus Bailey 1952,262,22.2196082,19.92082325,3.888030482,1.845217055,1.951803486
Mike Bantom,1976,TOT,1976 Mike Bantom 1952,1571,111.1409501,16.47262392,3.155659587,0.944746288,-2.618774669
Mike Bantom,1976,PHO,1976 Mike Bantom 1952,68,5.590427882,16.54441282,3.736917033,0.536631554,-5.280041003
Mike Bantom,1976,SEA,1976 Mike Bantom 1952,1503,105.5505222,16.46883902,3.129874614,0.96636187,-2.498371402
Jim Barnett,1976,NYK,1976 Jim Barnett 1945,1026,63.40076467,13.08417216,2.849296489,1.419541238,-0.331458545
Rick Barry,1976,GSW,1976 Rick Barry 1945,3122,275.0197548,13.50877702,3.90430532,1.803506808,1.782412297
Jerry Baskerville,1976,PHI,1976 Jerry Baskerville 1952,105,10.71681124,24.49175554,4.55731508,0.279934015,-8.301724993
Butch Beard,1976,TOT,1976 Butch Beard 1948,1704,122.0466911,17.3725344,3.314442789,1.786201642,1.366586987
Butch Beard,1976,CLE,1976 Butch Beard 1948,255,20.81856965,16.37986148,3.857076359,2.161531785,3.600560923
Butch Beard,1976,NYK,1976 Butch Beard 1948,1449,101.2281214,17.59179256,3.221241605,1.709011266,0.973444576
Ron Behagen,1976,NOJ,1976 Ron Behagen 1951,1733,157.5501017,16.99001245,4.089751714,0.882259031,-3.743995096
Dennis Bell,1976,NYK,1976 Dennis Bell 1952,76,4.533365636,15.84352465,2.750411428,0.66175999,-3.333375837
Leon Benbow,1976,CHI,1976 Leon Benbow 1951,1586,105.520377,14.69396781,3.184002907,1.497341125,-0.011793423
Henry Bibby,1976,NOJ,1976 Henry Bibby 1950,1772,141.8881204,16.22824625,3.602127956,1.585756435,0.457781017
Bob Bigelow,1976,KCK,1976 Bob Bigelow 1954,163,10.50518611,14.58543418,2.926728229,0.85671971,-2.763917859
Dave Bing,1976,WSB,1976 Dave Bing 1944,2945,301.6802861,18.85077309,4.714314602,1.630865597,0.893708452
John Block,1976,CHI,1976 John Block 1945,7,0.944457925,16.21537896,6.456912178,0,-13.49225607
Tom Boerwinkle,1976,CHI,1976 Tom Boerwinkle 1946,2045,162.2871317,21.07167718,3.797791136,1.743822797,1.28995281
Tom Boswell,1976,BOS,1976 Tom Boswell 1954,275,23.26356023,18.34324804,3.79845528,0.687770911,-4.580688567
Freddie Boyd,1976,TOT,1976 Freddie Boyd 1951,617,39.61272651,16.99732378,2.887036458,2.019552983,2.223761236
Freddie Boyd,1976,PHI,1976 Freddie Boyd 1951,33,1.305694406,15.95093026,1.766690105,1.531751987,0.083754326
Freddie Boyd,1976,NOJ,1976 Freddie Boyd 1951,584,38.3070321,17.03541499,2.950818357,2.03617967,2.344686284
Bill Bradley,1976,NYK,1976 Bill Bradley 1944,2709,150.0560853,13.38381074,2.554083639,1.646051205,0.53933486
Jim Brewer,1976,CLE,1976 Jim Brewer 1952,2913,193.5257136,16.65904223,3.138670478,1.079959846,-1.86036321
Junior Bridgeman,1976,MIL,1976 Junior Bridgeman 1954,1646,113.1381055,13.549829,3.175446215,1.387684541,-0.514668217
Gary Brokaw,1976,MIL,1976 Gary Brokaw 1954,1468,141.1709644,18.57388136,4.442679827,1.742567964,1.555111416
Fred Brown,1976,SEA,1976 Fred Brown 1949,2516,209.3435999,11.19781743,3.708297646,0.988805008,-2.835596182
John Brown,1976,ATL,1976 John Brown 1952,1758,135.1657176,18.95398165,3.562289131,0.932189036,-2.910450378
Roger Brown,1976,DET,1976 Roger Brown 1951,454,18.79077136,19.03619139,1.888488102,0.638611357,-2.376821885
Joe Bryant,1976,PHI,1976 Joe Bryant 1955,1203,129.0260694,17.30253711,4.788997531,0.472772675,-7.344921259
Tom Burleson,1976,SEA,1976 Tom Burleson 1953,2647,223.6120688,15.67741998,3.765016054,0.804965497,-3.914320694
Corky Calhoun,1976,LAL,1976 Corky Calhoun 1951,1816,75.05936564,15.65108322,1.83698888,1.132436962,-1.01281382
Al Carlson,1976,SEA,1976 Al Carlson 1952,279,19.44438971,17.48527172,3.10610153,0.668573311,-3.862983169
Austin Carr,1976,CLE,1976 Austin Carr 1949,1282,84.68970235,11.01798415,3.120973713,1.440552943,-0.261807256
Fred Carter,1976,PHI,1976 Fred Carter 1946,2992,258.0397596,12.97125605,3.850860733,1.441638299,-0.335553462
Harvey Catchings,1976,PHI,1976 Harvey Catchings 1952,1731,91.1227203,24.27591111,2.350511507,0.691375321,-2.837823241
Ken Charles,1976,BUF,1976 Ken Charles 1952,2247,162.5794878,16.73008021,3.209790262,1.254770837,-1.182887752
Phil Chenier,1976,WSB,1976 Phil Chenier 1951,2952,238.5051644,13.67932241,3.718248087,1.069159239,-2.320635651
Jim Chones,1976,CLE,1976 Jim Chones 1950,2741,206.1210598,13.05785935,3.552719018,0.790797409,-3.555432075
Archie Clark,1976,DET,1976 Archie Clark 1942,1589,116.3662687,15.63209146,3.341401854,1.87339512,1.822974487
Jim Cleamons,1976,CLE,1976 Jim Cleamons 1950,2835,175.5287996,15.15205503,2.925114354,2.438346306,3.873175793
Barry Clemens,1976,POR,1976 Barry Clemens 1944,443,32.69001954,17.10713077,3.288796397,1.009482419,-2.413096961
E.C. Coleman,1976,NOJ,1976 E.C. Coleman 1951,1850,99.66011683,16.13092778,2.423407689,0.872967068,-2.251898207
Doug Collins,1976,PHI,1976 Doug Collins 1952,2995,236.6334846,14.53135709,3.527866525,0.807155422,-3.649420743
Mel Counts,1976,NOJ,1976 Mel Counts 1942,319,31.74344387,24.05108015,4.476516368,1.197097585,-2.009439039
Dave Cowens,1976,BOS,1976 Dave Cowens 1949,3101,230.0327585,13.65477178,3.330822222,1.412842249,-0.431025214
Jim Creighton,1976,ATL,1976 Jim Creighton 1951,172,10.21745629,16.95633524,2.75230034,0.391486872,-4.38999397
Billy Cunningham,1976,PHI,1976 Billy Cunningham 1944,640,63.84974992,18.05860087,4.454633716,1.675809226,1.169309908
Mike D'Antoni,1976,KCK,1976 Mike D'Antoni 1952,101,7.713626767,21.6713706,3.468194918,2.074251255,2.923801881
Bob Dandridge,1976,MIL,1976 Bob Dandridge 1948,2735,241.8417712,14.37308431,4.085071611,0.851796606,-3.821149465
Dwight Davis,1976,GSW,1976 Dwight Davis 1950,866,70.67230176,18.14938339,3.61696349,0.650891493,-4.619588348
Mel Davis,1976,NYK,1976 Mel Davis 1951,408,35.84541937,14.83634741,4.051016485,0.864824587,-3.720282525
Mickey Davis,1976,MIL,1976 Mickey Davis 1951,411,34.47834866,16.09645867,3.875523058,1.073137242,-2.387270559
Darryl Dawkins,1976,PHI,1976 Darryl Dawkins 1957,165,22.01357798,19.21348566,5.957162751,0.136279527,-12.1294412
Rod Derline,1976,SEA,1976 Rod Derline 1953,339,23.22609127,10.14833221,3.053528404,1.119430717,-1.738276677
Henry Dickerson,1976,DET,1976 Henry Dickerson 1952,112,8.408184423,18.91682311,3.425387462,0.951453917,-2.745402759
Derrek Dickey,1976,GSW,1976 Derrek Dickey 1952,1207,91.00683077,15.19904345,3.341792664,0.912019453,-2.95555074
Ernie DiGregorio,1976,BUF,1976 Ernie DiGregorio 1951,1364,151.0512928,22.66637652,4.912743084,1.75437095,1.877959961
John Drew,1976,ATL,1976 John Drew 1955,2351,234.5292274,13.86787458,4.621956202,0.639579133,-5.722212991
Charles Dudley,1976,GSW,1976 Charles Dudley 1951,1456,145.8559002,24.36389588,4.439922686,1.638603579,0.925647882
Dennis DuVal,1976,ATL,1976 Dennis DuVal 1953,130,9.95127063,17.48558857,3.546636399,2.009793598,2.601586695
Al Eberhard,1976,DET,1976 Al Eberhard 1953,2066,134.4822876,14.64562125,2.970026118,0.617181649,-3.831023925
Leroy Ellis,1976,PHI,1976 Leroy Ellis 1941,489,28.47483154,16.47898336,2.600070222,0.737493388,-2.96008825
Keith Erickson,1976,PHO,1976 Keith Erickson 1945,1850,146.9340547,16.98631992,3.610173335,1.259068229,-1.27571467
Eric Fernsten,1976,TOT,1976 Eric Fernsten 1954,268,17.49583782,14.60715127,3.122851006,1.085972572,-1.801929535
Eric Fernsten,1976,CLE,1976 Eric Fernsten 1954,9,0.270825793,11.92631304,1.421657704,0,-3.009175473
Eric Fernsten,1976,CHI,1976 Eric Fernsten 1954,259,17.22501203,14.65895942,3.182732025,1.103047125,-1.759978904
Larry Fogle,1976,NYK,1976 Larry Fogle 1954,14,0.979374172,16.37920865,3.225604517,0,-6.995529797
Chris Ford,1976,DET,1976 Chris Ford 1949,2198,148.2491222,16.36576319,3.07744245,1.83474948,1.505196137
Don Ford,1976,LAL,1976 Don Ford 1953,1838,136.3977923,15.02910266,3.298217682,0.813796163,-3.394874442
Jim Fox,1976,MIL,1976 Jim Fox 1944,918,58.09856603,19.63727696,2.923805119,0.722909408,-3.278710897
Walt Frazier,1976,NYK,1976 Walt Frazier 1946,2427,173.4435799,13.96617064,3.295178613,2.023712842,2.495114138
World B. Free,1976,PHI,1976 World B. Free 1954,1121,84.92097102,12.13571127,3.382533543,1.22466805,-1.390511836
Donnie Freeman,1976,LAL,1976 Donnie Freeman 1945,1480,129.0995076,15.69294543,3.87686209,1.324559661,-1.020237
Rowland Garrett,1976,TOT,1976 Rowland Garrett 1951,540,38.63817603,11.87996332,3.406570656,0.439979361,-5.056452351
