Player,Season,Tm,SeasonPlayerBorn,MP,EstAdjTOV,TOV.,TOV100,ATRatio,PPR
Don Nelson,1974,BOS,1974 Don Nelson 1941,1748,162.971138,16.29562865,4.068345446,0.994041043,-3.144801944
Louie Nelson,1974,CAP,1974 Louie Nelson 1952,556,48.23117662,16.33011155,3.917067343,1.078140814,-2.439660063
Mike Newlin,1974,HOU,1974 Mike Newlin 1949,2591,285.0473786,17.60195627,4.977089975,1.273472508,-1.661419475
Willie Norwood,1974,DET,1974 Willie Norwood 1948,1178,115.5792641,17.44594603,4.422076628,0.501820119,-6.529082972
Jim Owens,1974,PHO,1974 Jim Owens 1951,101,7.666704692,14.51293382,3.324436522,1.956512035,2.310193374
Steve Patterson,1974,CLE,1974 Steve Patterson 1949,1910,132.4778896,16.96785794,3.198162611,1.245490855,-1.176852858
Tom Patterson,1974,CAP,1974 Tom Patterson 1949,8,1.333434607,41.49561979,7.526441806,1.499886076,-0.001265915
Curtis Perry,1974,MIL,1974 Curtis Perry 1949,2386,179.8562646,18.58371999,3.432857347,1.017479154,-2.42482249
Geoff Petrie,1974,POR,1974 Geoff Petrie 1949,2800,220.4826446,11.55858596,3.483596755,1.428683879,-0.374380164
Howard Porter,1974,CHI,1974 Howard Porter 1949,1229,84.53509195,10.65834721,3.144394911,0.378541021,-5.142535282
Kevin Porter,1974,CAP,1974 Kevin Porter 1951,2339,281.3634656,20.27226087,5.431821074,1.666883079,1.338315563
Jim Price,1974,LAL,1974 Jim Price 1950,2628,295.7681183,18.53499446,4.836309232,1.247598971,-1.893764015
Luther Rackley,1974,PHI,1974 Luther Rackley 1947,68,5.107551416,22.2575007,3.329021617,0,-7.511105024
Ed Ratleff,1974,HOU,1974 Ed Ratleff 1951,1773,135.7347025,17.4579585,3.46344275,1.333483602,-0.849861017
Mike Ratliff,1974,KCO,1974 Mike Ratliff 1952,4,0.404890751,100,4.579348743,0,-10.12226878
Clifford Ray,1974,CHI,1974 Clifford Ray 1949,2632,235.3476253,25.17335606,4.087670435,1.045262299,-2.710776038
Joe Reaves,1974,PHO,1974 Joe Reaves 1951,38,4.007540853,20.19162415,4.618756265,0.249529584,-8.791774174
Willis Reed,1974,NYK,1974 Willis Reed 1943,500,36.83841562,15.08791557,3.416896521,0.814367271,-3.367683123
Tom Riker,1974,NYK,1974 Tom Riker 1951,57,5.724700994,13.56413115,4.657778587,0.524044837,-6.534563148
Pat Riley,1974,LAL,1974 Pat Riley 1946,1361,128.0026087,14.91241667,4.04155748,1.156226435,-2.155469659
Ron Riley,1974,TOT,1974 Ron Riley 1951,591,53.36178303,19.61240567,4.084780322,0.693380129,-4.855349638
Ron Riley,1974,KCO,1974 Ron Riley 1951,170,17.38509997,20.46627761,4.626516598,0.460164164,-7.089274494
Ron Riley,1974,HOU,1974 Ron Riley 1951,421,35.97668306,19.22481604,3.866026956,0.806077646,-3.95328972
Rich Rinaldi,1974,CAP,1974 Rich Rinaldi 1950,48,5.552224407,18.9416686,5.223165011,1.80107994,2.321754708
Mike Riordan,1974,CAP,1974 Mike Riordan 1946,3230,189.8521477,12.74678389,2.654122508,1.390555773,-0.428859061
Rick Roberson,1974,POR,1974 Rick Roberson 1948,2060,198.8617082,17.5223728,4.270664397,0.668806485,-5.349273861
Oscar Robertson,1974,MIL,1974 Oscar Robertson 1939,2477,194.6949844,18.05313965,3.579557834,2.290762658,4.143655588
Curtis Rowe,1974,DET,1974 Curtis Rowe 1950,2499,172.4809644,16.97913064,3.110760283,0.788492808,-3.273881464
Paul Ruffner,1974,BUF,1974 Paul Ruffner 1949,51,6.163897098,15.85205589,5.198310857,0,-12.08607274
Bob Rule,1974,CLE,1974 Bob Rule 1945,540,42.16299962,16.57331072,3.600213437,1.114721448,-2.005493756
Cazzie Russell,1974,GSW,1974 Cazzie Russell 1945,2574,207.4725,11.22666944,3.552755784,0.925423851,-3.087509712
Dale Schlueter,1974,ATL,1974 Dale Schlueter 1946,547,43.45413763,21.67784519,3.441480287,1.035574572,-2.459622967
Charlie Scott,1974,PHO,1974 Charlie Scott 1949,2003,262.7813605,16.7123172,5.745717785,1.03127558,-4.099585315
Mark Sibley,1974,POR,1974 Mark Sibley 1951,124,12.9632337,17.99368662,4.62490871,1.002836198,-3.464973418
Paul Silas,1974,BOS,1974 Paul Silas 1944,2599,228.7477263,19.90793791,3.840599832,0.813122836,-4.030308821
Jerry Sloan,1974,CHI,1974 Jerry Sloan 1943,2860,192.7418676,15.62102474,3.080789092,0.773054666,-3.266032666
Bingo Smith,1974,CLE,1974 Bingo Smith 1947,2612,146.7271149,10.4798561,2.590166686,1.349443831,-0.563825225
Elmore Smith,1974,LAL,1974 Elmore Smith 1950,2922,219.6043412,17.1812289,3.229600278,0.683046606,-4.093235497
Greg Smith,1974,POR,1974 Greg Smith 1947,878,67.34026874,20.39994363,3.393062259,1.158296536,-1.747183228
Randy Smith,1974,BUF,1974 Randy Smith 1949,2745,227.8104854,15.89156894,3.56950836,1.681222,1.00265384
Dick Snyder,1974,SEA,1974 Dick Snyder 1945,2670,199.3599223,13.40757624,3.252267335,1.32925413,-0.849934667
Bud Stallworth,1974,SEA,1974 Bud Stallworth 1950,1019,70.76992955,12.12540702,3.025061596,0.466299744,-4.786057855
Dave Stallworth,1974,CAP,1974 Dave Stallworth 1942,458,39.40484941,15.7238974,3.885010233,0.634439679,-4.964668722
Larry Steele,1974,POR,1974 Larry Steele 1950,2648,170.9309852,18.45566185,2.855711393,1.889651544,1.676825837
Chuck Terry,1974,MIL,1974 Chuck Terry 1951,32,2.294108549,16.04932928,3.264860364,1.743596658,1.164244117
Justus Thigpen,1974,KCO,1974 Justus Thigpen 1948,2,0.080706116,2.619727846,1.825586035,0,-4.035305798
Nate Thurmond,1974,GSW,1974 Nate Thurmond 1942,2463,183.7488402,18.30115161,3.288316051,0.897964851,-2.994268787
Rudy Tomjanovich,1974,HOU,1974 Rudy Tomjanovich 1949,3227,244.4691344,12.77115315,3.427290545,1.022623983,-2.410984435
George Trapp,1974,DET,1974 George Trapp 1949,1489,139.9576783,15.69177086,4.236367829,0.578746382,-5.772846091
John Tschogl,1974,ATL,1974 John Tschogl 1951,499,34.46278492,16.57320543,2.991929122,0.957554651,-2.497552088
Wes Unseld,1974,CAP,1974 Wes Unseld 1947,1727,89.5291429,20.04103478,2.34088491,1.775958027,0.953726526
Dick Van Arsdale,1974,PHO,1974 Dick Van Arsdale 1944,2832,216.5643863,15.13711818,3.349071915,1.496090865,-0.019928896
Tom Van Arsdale,1974,PHI,1974 Tom Van Arsdale 1944,3041,247.0134965,13.46846667,3.600120554,0.817769081,-3.694404138
Norm Van Lier,1974,CHI,1974 Norm Van Lier 1948,2863,327.5788463,21.25232529,5.230538936,1.672879693,1.318703703
Bob Verga,1974,POR,1974 Bob Verga 1946,216,17.44246807,14.00748663,3.572446096,0.974632715,-2.828303117
Neal Walk,1974,PHO,1974 Neal Walk 1949,2549,253.6679622,15.5686795,4.358393797,1.30485536,-1.294676167
Chet Walker,1974,CHI,1974 Chet Walker 1941,2661,226.5373762,13.93718189,3.891767884,0.882856522,-3.50259462
Jimmy Walker,1974,TOT,1974 Jimmy Walker 1945,2958,220.9766331,13.74663116,3.379667972,1.389287164,-0.551384938
Jimmy Walker,1974,HOU,1974 Jimmy Walker 1945,38,2.389632982,16.11390508,2.844942287,1.673897218,0.729036012
Jimmy Walker,1974,KCO,1974 Jimmy Walker 1945,2920,218.5870001,13.72458901,3.386626731,1.386175755,-0.56804795
Cornell Warner,1974,TOT,1974 Cornell Warner 1949,1405,97.60937194,19.64883051,3.165211053,0.72738917,-3.578365737
Cornell Warner,1974,CLE,1974 Cornell Warner 1949,49,3.742521155,20.22708756,3.521751366,1.068798234,-2.195621404
Cornell Warner,1974,MIL,1974 Cornell Warner 1949,1356,93.86685079,19.62645971,3.152486131,0.713777009,-3.628332162
John Warren,1974,CLE,1974 John Warren 1948,790,58.64420886,15.94961313,3.422855367,1.057222891,-2.191250066
Jim Washington,1974,ATL,1974 Jim Washington 1944,2519,161.7002298,18.80365916,2.780890872,0.964748165,-2.290600626
Kermit Washington,1974,LAL,1974 Kermit Washington 1952,400,37.73551535,17.94404188,4.053949724,0.503504453,-6.26721217
Slick Watts,1974,SEA,1974 Slick Watts 1952,1424,161.8554249,21.87071663,4.950817457,2.168602012,5.066332524
Nick Weatherspoon,1974,CAP,1974 Nick Weatherspoon 1951,1216,103.1303537,15.93262638,3.829666052,0.36846572,-6.397781277
Bob Weiss,1974,CHI,1974 Bob Weiss 1943,1708,151.3193448,19.15145424,4.050032648,2.002387734,2.967251476
Walt Wesley,1974,CAP,1974 Walt Wesley 1945,400,37.43158577,18.05223029,4.225578827,0.37401568,-7.02456311
Jerry West,1974,LAL,1974 Jerry West 1939,967,117.1951388,16.20250048,5.208002548,1.757752088,2.082543382
Paul Westphal,1974,BOS,1974 Paul Westphal 1951,1165,104.4976845,16.15566287,3.91407636,1.636399896,0.815649401
John Wetzel,1974,ATL,1974 John Wetzel 1945,1232,75.58664336,21.43288706,2.657882813,1.825719385,1.332252974
Jo Jo White,1974,BOS,1974 Jo Jo White 1947,3238,316.0318308,16.98263322,4.258949935,1.417578726,-0.5362929
Sidney Wicks,1974,POR,1974 Sidney Wicks 1950,2853,390.6853219,18.92887045,6.058105366,0.834431144,-6.076129987
Lenny Wilkens,1974,CLE,1974 Lenny Wilkens 1938,2483,233.0731562,16.81729877,4.328187293,2.239640156,4.628547877
Art Williams,1974,BOS,1974 Art Williams 1940,617,70.88303801,28.02110481,5.013092419,2.299562837,6.123764774
Milt Williams,1974,SEA,1974 Milt Williams 1946,505,52.73001992,22.98104831,4.548060153,1.953346503,3.155771634
Nate Williams,1974,KCO,1974 Nate Williams 1951,2513,215.5590648,14.52163842,3.880606937,0.844316151,-3.749531695
Ron Williams,1974,MIL,1974 Ron Williams 1945,1130,83.407556,16.473043,3.361457144,1.834366181,1.645349026
Lee Winfield,1974,BUF,1974 Lee Winfield 1948,433,32.76980392,20.39828442,3.255089912,1.434247215,-0.331748402
Harthorne Wingo,1974,NYK,1974 Harthorne Wingo 1948,536,45.85190245,18.24647034,3.967285524,0.545233647,-5.445006675
Luke Witte,1974,CLE,1974 Luke Witte 1951,728,53.73124425,16.58314185,3.403188666,0.763056962,-3.626086664
Dave Wohl,1974,TOT,1974 Dave Wohl 1950,1055,107.4966622,25.03551582,4.476365864,2.195417003,4.723855082
Dave Wohl,1974,BUF,1974 Dave Wohl 1950,606,57.26831737,24.50837924,4.064609629,2.217631071,4.521179751
Dave Wohl,1974,HOU,1974 Dave Wohl 1950,449,50.22834484,25.66489685,5.060907268,2.170089426,4.997399071
Zaid Abdul-Aziz,1975,HOU,1975 Zaid Abdul-Aziz 1947,1450,135.6679743,17.78114189,4.364507066,0.619158651,-5.494343058
Kareem Abdul-Jabbar,1975,MIL,1975 Kareem Abdul-Jabbar 1948,2747,292.0161683,14.15179895,4.997625788,0.90405953,-4.223377076
Don Adams,1975,DET,1975 Don Adams 1948,1376,75.07903068,17.69066969,2.606005924,0.998947367,-1.822603974
Rick Adelman,1975,TOT,1975 Rick Adelman 1947,1074,73.30148894,17.8949325,3.097447782,1.527936221,0.12711152
Rick Adelman,1975,CHI,1975 Rick Adelman 1947,340,22.47090391,15.64489487,3.181908631,1.557569741,0.253655712
Rick Adelman,1975,NOJ,1975 Rick Adelman 1947,613,45.37454083,19.69940794,3.247698346,1.520676545,0.102032491
Rick Adelman,1975,KCO,1975 Rick Adelman 1947,121,5.456044197,15.30187748,2.073162039,1.466263782,-0.101413937
Lucius Allen,1975,TOT,1975 Lucius Allen 1948,2353,274.1534974,17.36474706,5.287252158,1.356904083,-1.111495852
Lucius Allen,1975,MIL,1975 Lucius Allen 1948,342,37.55771868,17.2411458,5.16283914,1.411161324,-0.650405072
Lucius Allen,1975,LAL,1975 Lucius Allen 1948,2011,236.5957787,17.38453096,5.307555334,1.348291173,-1.189911092
Dan Anderson,1975,POR,1975 Dan Anderson 1951,453,33.34347149,22.00257864,3.374482399,2.429261153,4.559940067
Tiny Archibald,1975,KCO,1975 Tiny Archibald 1949,3244,392.728824,16.46075896,5.566121349,1.418281435,-0.659540404
Jim Ard,1975,BOS,1975 Jim Ard 1949,719,59.85003347,16.88532313,3.765835635,0.668337137,-4.615210961
Dennis Awtrey,1975,PHO,1975 Dennis Awtrey 1949,2837,252.6334313,23.82360116,4.098155317,1.353740074,-0.86829155
Gus Bailey,1975,HOU,1975 Gus Bailey 1952,446,38.63444353,21.14934239,4.040784273,1.527134717,0.15670175
Mike Bantom,1975,PHO,1975 Mike Bantom 1952,2239,199.2192733,16.32704945,4.094814071,0.79811555,-4.163433378
Jim Barnett,1975,TOT,1975 Jim Barnett 1945,1776,142.9608262,15.8901715,3.594520656,1.231106483,-1.442989465
Jim Barnett,1975,NOJ,1975 Jim Barnett 1945,1238,112.2905276,16.63537427,3.979663879,1.220049481,-1.692826681
Jim Barnett,1975,NYK,1975 Jim Barnett 1945,538,30.67029859,13.65124753,2.654106224,1.271588533,-0.86808524
Rick Barry,1975,GSW,1975 Rick Barry 1945,3235,361.6601976,13.05396758,4.987184054,1.360392997,-1.040500699
Butch Beard,1975,GSW,1975 Butch Beard 1948,2521,212.3061691,19.16006237,3.7568057,1.625011659,0.701857633
Zelmo Beaty,1975,LAL,1975 Zelmo Beaty 1940,1213,87.63164483,19.17408692,3.259115652,0.84444381,-3.15732164
Ron Behagen,1975,KCO,1975 Ron Behagen 1951,2205,188.0588164,16.52220238,3.921261843,0.813575258,-3.902894167
Dennis Bell,1975,NYK,1975 Dennis Bell 1952,465,30.98072061,13.59872821,3.101852444,0.80695347,-3.078291171
Walt Bellamy,1975,NOJ,1975 Walt Bellamy 1940,14,0.886500786,23.53645562,2.778273552,0,-6.332148471
Leon Benbow,1975,CHI,1975 Leon Benbow 1951,252,21.09636879,17.14923713,4.030447301,1.185038063,-1.757818302
Henry Bibby,1975,TOT,1975 Henry Bibby 1950,1400,130.5059233,15.67326338,4.24291073,1.38691023,-0.702804042
Henry Bibby,1975,NYK,1975 Henry Bibby 1950,876,74.72019513,14.45376179,3.971151569,1.405242583,-0.53883506
Henry Bibby,1975,NOJ,1975 Henry Bibby 1950,524,55.78572813,17.6701666,4.671063103,1.362355616,-0.976920127
Dave Bing,1975,DET,1975 Dave Bing 1944,3222,312.4168905,17.05353884,4.631099852,1.952519273,2.925194792
John Block,1975,TOT,1975 John Block 1945,939,79.50598437,16.26334965,4.052499331,0.641461148,-4.846217718
John Block,1975,NOJ,1975 John Block 1945,57,8.674214268,20.6164617,6.676966626,0.806989519,-7.030785266
John Block,1975,CHI,1975 John Block 1945,882,70.8317701,15.85341872,3.866389378,0.62119018,-4.705038183
Tom Boerwinkle,1975,CHI,1975 Tom Boerwinkle 1946,1175,120.1541699,27.75216831,4.923195251,2.263758305,5.206737311
Freddie Boyd,1975,PHI,1975 Freddie Boyd 1951,1362,104.9244644,16.12921115,3.576188088,1.534437186,0.17686262
Ken Boyd,1975,NOJ,1975 Ken Boyd 1953,25,3.222223958,15.29859318,5.655091408,0.620689321,-7.555562501
Steve Bracey,1975,GSW,1975 Steve Bracey 1951,340,31.96759098,17.89021319,4.194304524,1.626647439,0.793845791
Bill Bradley,1975,NYK,1975 Bill Bradley 1944,2787,166.788988,13.07749946,2.786204421,1.480913116,-0.076150747
Jim Brewer,1975,CLE,1975 Jim Brewer 1952,1991,160.4896477,18.45876275,3.853747787,0.797559231,-3.774802331
Bill Bridges,1975,TOT,1975 Bill Bridges 1940,415,31.73472795,22.717198,3.439643905,0.976847826,-2.667002718
Bill Bridges,1975,LAL,1975 Bill Bridges 1940,307,23.73141573,25.26462052,3.487264441,1.137732376,-1.866910663
Bill Bridges,1975,GSW,1975 Bill Bridges 1940,108,8.003312211,17.48848985,3.305787778,0.499793072,-4.941338467
John Brisker,1975,SEA,1975 John Brisker 1948,276,24.7808159,13.22766519,4.085030439,0.766722132,-4.389184505
Allan Bristow,1975,PHI,1975 Allan Bristow 1952,1101,103.3880613,18.3407101,4.359169652,0.957557369,-3.395827549
Gary Brokaw,1975,MIL,1975 Gary Brokaw 1954,1639,130.4793096,17.98624749,3.74264118,1.69375513,1.028311393
Fred Brown,1975,SEA,1975 Fred Brown 1949,2669,227.6815633,12.08268985,3.881218284,1.247356158,-1.436801423
John Brown,1975,ATL,1975 John Brown 1952,1986,158.564804,16.64609099,3.605251147,0.83877378,-3.519543672
Tom Burleson,1975,SEA,1975 Tom Burleson 1953,1888,169.499056,16.01920492,4.084642687,0.678469855,-4.916969776
Corky Calhoun,1975,TOT,1975 Corky Calhoun 1951,1378,67.92101104,16.17933479,2.227034006,1.163115784,-1.106991609
Corky Calhoun,1975,PHO,1975 Corky Calhoun 1951,108,6.107368569,13.66076503,2.602479416,0.654946554,-3.185835095
Corky Calhoun,1975,LAL,1975 Corky Calhoun 1951,1270,61.81364247,16.47952284,2.195736516,1.213324389,-0.930208069
Austin Carr,1975,CLE,1975 Austin Carr 1949,1081,89.20899724,13.23872227,3.945394986,1.726283276,1.244927791
Fred Carter,1975,PHI,1975 Fred Carter 1946,3046,262.1980631,13.02602815,3.995952147,1.281473997,-1.254040154
Harvey Catchings,1975,PHI,1975 Harvey Catchings 1952,528,29.58796929,25.82118304,2.601368849,0.709747932,-2.95226691
Don Chaney,1975,BOS,1975 Don Chaney 1947,2208,152.4206922,15.63255974,3.122990866,1.187502808,-1.438135216
Ken Charles,1975,BUF,1975 Ken Charles 1952,1690,115.2606838,16.59619443,3.039625095,1.483593488,-0.074596676
Phil Chenier,1975,WSB,1975 Phil Chenier 1951,2869,227.2307452,11.82981613,3.583128621,1.091401605,-2.157455974
Jim Chones,1975,CLE,1975 Jim Chones 1950,2427,182.0114658,15.21108191,3.585390764,0.725229037,-3.873566781
Archie Clark,1975,SEA,1975 Archie Clark 1942,2481,192.2940229,16.07521892,3.526369355,2.251760057,3.884427398
Jim Cleamons,1975,CLE,1975 Jim Cleamons 1950,2691,176.3691151,17.22339308,3.133403778,2.16024217,2.884834073
Barry Clemens,1975,POR,1975 Barry Clemens 1944,952,76.06957963,16.62833618,3.663267421,0.999085316,-2.66837321
Ben Clyde,1975,BOS,1975 Ben Clyde 1952,157,14.56210936,16.08679854,4.196145023,0.34335685,-7.152086644
E.C. Coleman,1975,NOJ,1975 E.C. Coleman 1951,2176,143.3765774,18.27811669,2.890967658,0.732337192,-3.372085357
Doug Collins,1975,PHI,1975 Doug Collins 1952,2820,246.2798576,15.69901578,4.054156263,0.864869755,-3.697867291
Mel Counts,1975,NOJ,1975 Mel Counts 1942,1421,147.5800759,21.31735659,4.556774809,1.233228801,-1.847061404
Dave Cowens,1975,BOS,1975 Dave Cowens 1949,2632,209.419154,13.81594102,3.599617622,1.413433272,-0.459187714
Billy Cunningham,1975,PHI,1975 Billy Cunningham 1944,2859,325.2054519,16.73241576,5.280370073,1.359140806,-1.068163178
Dick Cunningham,1975,MIL,1975 Dick Cunningham 1947,8,0.702724177,100,4.129622981,1.423033435,-0.450718883
Mike D'Antoni,1975,KCO,1975 Mike D'Antoni 1952,759,50.5298899,21.10954303,3.060887126,2.117558542,2.740901638
Bob Dandridge,1975,MIL,1975 Bob Dandridge 1948,3031,256.3180574,13.99423069,3.975655657,0.948040893,-3.111780184
Jesse Dark,1975,NYK,1975 Jesse Dark 1952,401,27.19090116,13.47479049,3.156907091,1.103310252,-1.793242184
Dwight Davis,1975,CLE,1975 Dwight Davis 1950,1964,160.2836411,17.15945275,3.901712281,0.935840982,-3.069431826
Jim Davis,1975,DET,1975 Jim Davis 1942,1078,81.005663,20.63913937,3.58898626,1.111033435,-1.948577273
Mel Davis,1975,NYK,1975 Mel Davis 1951,903,69.48452195,14.02921328,3.582472751,0.777151493,-3.708141966
Mickey Davis,1975,MIL,1975 Mickey Davis 1951,1077,71.84196697,15.17055253,3.136014098,1.099635816,-1.780436425
Rod Derline,1975,SEA,1975 Rod Derline 1953,666,41.8695829,10.50654355,2.860310518,1.074765901,-1.782219654
Derrek Dickey,1975,GSW,1975 Derrek Dickey 1952,1859,122.8746148,16.70775516,2.948572058,1.017297187,-2.127018907
Ernie DiGregorio,1975,BUF,1975 Ernie DiGregorio 1951,712,80.63066334,24.10982968,5.047144899,1.87273667,2.814045411
Steve Downing,1975,BOS,1975 Steve Downing 1951,9,0.499348003,14.77645991,2.510074786,0,-5.548311143
John Drew,1975,ATL,1975 John Drew 1955,2289,219.5452765,12.99926524,4.330980994,0.628571938,-5.57209596
Terry Driscoll,1975,MIL,1975 Terry Driscoll 1948,52,2.979844743,17.67421224,2.694050849,1.006763861,-1.884316814
Charles Dudley,1975,GSW,1975 Charles Dudley 1951,756,79.6653452,23.47618623,4.700852375,1.292908475,-1.454851658
Ken Durrett,1975,TOT,1975 Ken Durrett 1949,445,38.33721466,16.87249565,3.984122074,0.469517678,-5.918475204
Ken Durrett,1975,KCO,1975 Ken Durrett 1949,175,15.92141841,15.49960919,4.18296707,0.502467795,-6.050334329
Ken Durrett,1975,PHI,1975 Ken Durrett 1949,270,22.41579625,18.00526357,3.853994627,0.446113976,-5.833010956
Dennis DuVal,1975,WSB,1975 Dennis DuVal 1953,137,17.54726472,19.39625871,5.794483282,0.797845147,-5.995570353
Al Eberhard,1975,DET,1975 Al Eberhard 1953,277,15.76890065,14.33420437,2.718922467,1.014655388,-1.841961725
Leroy Ellis,1975,PHI,1975 Leroy Ellis 1941,2183,123.7191595,15.65512111,2.630897473,0.945690227,-2.09432705
Keith Erickson,1975,PHO,1975 Keith Erickson 1945,1469,120.6069587,16.16180238,3.778396232,1.409537242,-0.495141281
Hank Finkel,1975,BOS,1975 Hank Finkel 1943,518,32.15386292,17.85593,2.808207854,0.995214792,-2.088905325
Chris Ford,1975,DET,1975 Chris Ford 1949,1962,104.2250047,17.93812725,2.537161402,2.206764113,2.502972918
Fred Foster,1975,CLE,1975 Fred Foster 1947,1136,85.69668341,13.19676015,3.606560381,1.201913492,-1.499121192
Jim Fox,1975,SEA,1975 Jim Fox 1944,1766,131.7450511,17.22101138,3.394160607,1.039887259,-2.288319238
Walt Frazier,1975,NYK,1975 Walt Frazier 1946,3204,245.1632178,13.52876029,3.562422111,1.933405852,2.210885835
Bernie Fryer,1975,NOJ,1975 Bernie Fryer 1950,432,35.46180956,22.1108676,3.601646309,1.46636623,-0.184060856
Rowland Garrett,1975,CHI,1975 Rowland Garrett 1951,1183,75.20795418,12.70645122,3.060730629,0.571748035,-3.934174769
John Gianelli,1975,NYK,1975 John Gianelli 1951,2797,153.0302971,15.86085113,2.547226282,1.065148556,-1.586114781
Dick Gibbs,1975,WSB,1975 Dick Gibbs 1949,424,35.72879737,14.07261673,3.812223858,0.531783922,-5.439181769
Herm Gilliam,1975,ATL,1975 Herm Gilliam 1947,1393,105.3778003,11.82561558,3.415906582,1.613243013,0.5711079
Gail Goodrich,1975,LAL,1975 Gail Goodrich 1944,2668,296.2636437,15.6622016,5.009474198,1.417656229,-0.609581848
Leonard Gray,1975,SEA,1975 Leonard Gray 1952,2280,160.4498237,16.09633251,3.201792441,1.015893918,-2.271191097
Lamar Green,1975,NOJ,1975 Lamar Green 1948,280,20.55413174,20.68774733,3.220809361,0.778432298,-3.531237526
Matt Guokas,1975,CHI,1975 Matt Guokas 1945,2089,93.49935483,14.63627458,2.154846076,1.903756452,1.204754037
Happy Hairston,1975,LAL,1975 Happy Hairston 1943,2283,177.5438489,21.31931942,3.508321043,0.974407174,-2.724945927
Phil Hankinson,1975,BOS,1975 Phil Hankinson 1952,24,1.810674084,14.13410467,3.413146247,1.104561013,-1.988919794
Bernie Harris,1975,BUF,1975 Bernie Harris 1951,25,1.343752265,10.16165637,2.395547213,0.744184792,-2.708342393
Clem Haskins,1975,WSB,1975 Clem Haskins 1944,702,53.76172342,14.47223915,3.464670383,1.469446941,-0.155990991
John Havlicek,1975,BOS,1975 John Havlicek 1941,3132,252.6742776,13.96180027,3.649766939,1.709711032,1.127896627
Steve Hawes,1975,HOU,1975 Steve Hawes 1951,897,77.25960921,20.30691494,4.01777791,1.139016892,-2.072791811
Connie Hawkins,1975,LAL,1975 Connie Hawkins 1943,1026,87.40042018,19.21055466,3.84295916,1.372991111,-0.721288517
Nate Hawthorne,1975,PHO,1975 Nate Hawthorne 1950,618,59.92134061,15.43245434,4.462209691,0.650853262,-5.488890066
Elvin Hayes,1975,WSB,1975 Elvin Hayes 1946,3465,297.2684665,13.51079995,3.881248568,0.692976293,-4.615732558
Spencer Haywood,1975,SEA,1975 Spencer Haywood 1950,2529,254.2597537,14.55491382,4.574225498,0.538819054,-6.442325836
Gar Heard,1975,BUF,1975 Gar Heard 1949,2148,182.2150009,16.81050993,3.780727573,1.042724249,-2.586049081
Tom Henderson,1975,ATL,1975 Tom Henderson 1952,2131,178.1418908,15.13291125,3.774770747,1.762639874,1.463699791
Bill Hewitt,1975,CHI,1975 Bill Hewitt 1945,467,24.33230029,14.88648385,2.508489954,0.986343244,-1.784218477
Lou Hudson,1975,ATL,1975 Lou Hudson 1945,380,34.91143929,12.24999578,4.148509893,1.145756257,-2.169677007
John Hummer,1975,SEA,1975 John Hummer 1949,568,32.46973843,19.93112182,2.600873514,1.170320484,-1.256409347
Greg Jackson,1975,TOT,1975 Greg Jackson 1953,802,59.65000824,22.68664906,3.424217312,1.609387875,0.542392987
Greg Jackson,1975,NYK,1975 Greg Jackson 1953,27,1.958451755,16.37713472,3.377004858,1.531822263,0.15388239
Greg Jackson,1975,PHO,1975 Greg Jackson 1953,775,57.69155649,22.9872888,3.425843208,1.61202099,0.555928195
Phil Jackson,1975,NYK,1975 Phil Jackson 1946,2285,168.5030225,16.98922274,3.433239203,0.807107184,-3.406405068
Wardell Jackson,1975,SEA,1975 Wardell Jackson 1952,939,51.5685818,15.87660693,2.498666956,0.581749564,-3.361936294
Aaron James,1975,NOJ,1975 Aaron James 1953,1731,150.0764767,14.8702985,3.803990931,0.439775783,-6.128046025
Charles Johnson,1975,GSW,1975 Charles Johnson 1950,2171,148.2160129,12.88727299,3.045539726,1.572029874,0.327836042
George Johnson,1975,GSW,1975 George Johnson 1949,1439,118.9164085,24.88017869,3.686463654,0.563420985,-5.159815278
John Johnson,1975,POR,1975 John Johnson 1948,2540,273.5538894,18.38407344,4.937461623,0.877340843,-4.470625566
Mickey Johnson,1975,CHI,1975 Mickey Johnson 1953,291,29.18481227,16.89866767,4.828475078,0.685287944,-5.447243621
Ollie Johnson,1975,TOT,1975 Ollie Johnson 1950,1667,95.84559461,16.66863688,2.558301539,1.147679249,-1.350465584
Ollie Johnson,1975,NOJ,1975 Ollie Johnson 1950,1159,69.65194545,17.30345783,2.636778996,1.148568062,-1.407990691
Ollie Johnson,1975,KCO,1975 Ollie Johnson 1950,508,26.19364917,15.1870441,2.370680529,1.14531579,-1.219222277
Dwight Jones,1975,ATL,1975 Dwight Jones 1953,2086,178.7250156,17.67375985,3.868824348,0.850468523,-3.710051882
Jimmy Jones,1975,WSB,1975 Jimmy Jones 1945,1424,107.7355281,18.89382573,3.422747085,1.503682237,0.018572462
Bob Kauffman,1975,ATL,1975 Bob Kauffman 1947,797,60.45734184,16.86786179,3.425300673,1.339787651,-0.810206002
Frank Kendrick,1975,GSW,1975 Frank Kendrick 1951,121,15.52903427,15.19340671,5.725165482,0.386373028,-9.528127499
Toby Kimball,1975,NOJ,1975 Toby Kimball 1943,90,6.106747384,18.97286269,2.977085867,0.655013176,-3.822311908
Don Kojis,1975,KCO,1975 Don Kojis 1939,232,17.96020513,13.90537056,3.559295508,0.556786514,-4.867904512
Len Kosmalski,1975,KCO,1975 Len Kosmalski 1952,413,28.18843725,22.74206749,3.138063204,1.454497092,-0.207046952
