"GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","dist"
29600606,95,2,1,1,"0:00","MISS Childs 60' 3PT Jump Shot",NA,NA,NA,NA,4,164,"Chris Childs",1610612752,0,0,NA,NA,0,0,NA,NA,60
29600617,104,2,1,1,"0:00",NA,NA,"MISS Williams 54' 3PT Jump Shot",NA,NA,5,1005,"Walt Williams",1610612761,0,0,NA,NA,0,0,NA,NA,54
29600628,200,2,1,2,"0:00",NA,NA,"MISS Smith 63' 3PT Jump Shot",NA,NA,5,120,"Steven Smith",1610612737,0,0,NA,NA,0,0,NA,NA,63
29600629,121,2,1,1,"0:00",NA,NA,"MISS Edwards 57' 3PT Jump Shot",NA,NA,5,898,"Blue Edwards",1610612763,0,0,NA,NA,0,0,NA,NA,57
29600637,339,2,1,3,"0:00","MISS Schrempf 55' 3PT Jump Shot",NA,NA,NA,NA,4,96,"Detlef Schrempf",1610612760,0,0,NA,NA,0,0,NA,NA,55
29600639,182,2,1,2,"0:01","MISS Gill 64' 3PT Jump Shot",NA,NA,NA,NA,4,383,"Kendall Gill",1610612751,0,0,NA,NA,0,0,NA,NA,64
29600648,103,2,1,1,"0:00",NA,NA,"MISS Elie 68' 3PT Jump Shot",NA,NA,5,53,"Mario Elie",1610612745,0,0,NA,NA,0,0,NA,NA,68
29600648,322,2,1,3,"0:00",NA,NA,"MISS Livingston 59' 3PT Jump Shot",NA,NA,5,988,"Randy Livingston",1610612745,0,0,NA,NA,0,0,NA,NA,59
29600653,227,2,1,2,"0:00",NA,NA,"MISS Blaylock 73' 3PT Jump Shot",NA,NA,5,302,"Mookie Blaylock",1610612737,0,0,NA,NA,0,0,NA,NA,73
29600658,102,2,1,1,"0:00",NA,NA,"MISS Grant 52' 3PT Jump Shot",NA,NA,5,265,"Harvey Grant",1610612764,0,0,NA,NA,0,0,NA,NA,52
29600659,113,2,1,1,"0:00","MISS Childs 49' 3PT Jump Shot",NA,NA,NA,NA,4,164,"Chris Childs",1610612752,0,0,NA,NA,0,0,NA,NA,49
29600659,473,2,1,4,"0:00",NA,NA,"MISS Olajuwon 61' 3PT Jump Shot",NA,NA,5,165,"Hakeem Olajuwon",1610612745,0,0,NA,NA,0,0,NA,NA,61
29600671,225,2,1,2,"0:00",NA,NA,"MISS Grant 69' 3PT Jump Shot",NA,NA,5,265,"Harvey Grant",1610612764,0,0,NA,NA,0,0,NA,NA,69
29600672,196,2,1,2,"0:00",NA,NA,"MISS Smith 68' 3PT Jump Shot",NA,NA,5,120,"Steven Smith",1610612737,0,0,NA,NA,0,0,NA,NA,68
29600672,301,2,1,3,"0:00",NA,NA,"MISS Laettner 61' 3PT Jump Shot",NA,NA,5,363,"Christian Laettner",1610612737,0,0,NA,NA,0,0,NA,NA,61
29600678,323,2,1,3,"0:00","MISS Hardaway 54' 3PT Jump Shot",NA,NA,NA,NA,4,896,"Tim Hardaway",1610612748,0,0,NA,NA,0,0,NA,NA,54
29600702,115,2,1,1,"0:00",NA,NA,"MISS Allen 55' 3PT Jump Shot",NA,NA,5,706,"Jerome Allen",1610612754,0,0,NA,NA,0,0,NA,NA,55
29600708,95,2,1,1,"0:00",NA,NA,"MISS Hunter 59' 3PT Jump Shot",NA,NA,5,283,"Lindsey Hunter",1610612765,0,0,NA,NA,0,0,NA,NA,59
29600708,296,2,1,3,"0:00",NA,NA,"MISS Mills 47' 3PT Jump Shot",NA,NA,5,371,"Terry Mills",1610612765,0,0,NA,NA,0,0,NA,NA,47
29600709,193,2,1,2,"0:00",NA,NA,"MISS Pippen 51' 3PT Jump Shot",NA,NA,5,937,"Scottie Pippen",1610612741,0,0,NA,NA,0,0,NA,NA,51
29600710,417,2,1,3,"0:00",NA,NA,"MISS Baker 67' 3PT Jump Shot",NA,NA,5,452,"Vin Baker",1610612749,0,0,NA,NA,0,0,NA,NA,67
29600717,233,2,1,2,"0:00","MISS Hardaway 63' 3PT Jump Shot",NA,NA,NA,NA,4,896,"Tim Hardaway",1610612748,0,0,NA,NA,0,0,NA,NA,63
29600726,82,2,1,1,"0:00","MISS Robinson 52' 3PT Jump Shot",NA,NA,NA,NA,4,381,"James Robinson",1610612750,0,0,NA,NA,0,0,NA,NA,52
29600729,123,2,1,1,"0:00","MISS Robinson 57' 3PT Jump Shot",NA,NA,NA,NA,4,361,"Clifford Robinson",1610612757,0,0,NA,NA,0,0,NA,NA,57
29600732,198,2,2,2,"0:00",NA,NA,"MISS Bradley 67' 3PT Running Jump Shot",NA,NA,5,762,"Shawn Bradley",1610612751,0,0,NA,NA,0,0,NA,NA,67
29600736,294,2,1,3,"0:00",NA,NA,"MISS Green 51' 3PT Jump Shot",NA,NA,5,920,"A.C. Green",1610612742,0,0,NA,NA,0,0,NA,NA,51
29600737,215,2,1,2,"0:00",NA,NA,"MISS Ceballos 70' 3PT Jump Shot",NA,NA,5,76,"Cedric Ceballos",1610612756,0,0,NA,NA,0,0,NA,NA,70
29600737,323,2,1,3,"0:00",NA,NA,"MISS Kidd 69' 3PT Jump Shot",NA,NA,5,467,"Jason Kidd",1610612756,0,0,NA,NA,0,0,NA,NA,69
29600741,104,2,1,1,"0:00",NA,NA,"MISS Walker 47' 3PT Jump Shot",NA,NA,5,955,"Samaki Walker",1610612742,0,0,NA,NA,0,0,NA,NA,47
29600743,314,2,1,3,"0:00","MISS Strong 56' 3PT Jump Shot",NA,NA,NA,NA,4,400,"Derek Strong",1610612753,0,0,NA,NA,0,0,NA,NA,56
29600756,250,2,1,2,"0:00",NA,NA,"MISS Fox 48' 3PT Jump Shot",NA,NA,5,296,"Rick Fox",1610612738,0,0,NA,NA,0,0,NA,NA,48
29600762,207,2,1,2,"0:00",NA,NA,"MISS Barkley 57' 3PT Jump Shot",NA,NA,5,787,"Charles Barkley",1610612745,0,0,NA,NA,0,0,NA,NA,57
29600764,234,2,1,2,"0:00","MISS Porter 54' 3PT Jump Shot",NA,NA,NA,NA,4,345,"Terry Porter",1610612750,0,0,NA,NA,0,0,NA,NA,54
29600775,106,2,1,1,"0:00",NA,NA,"MISS Thompson 54' 3PT Jump Shot",NA,NA,5,240,"Brooks Thompson",1610612743,0,0,NA,NA,0,0,NA,NA,54
29600780,99,2,1,1,"0:00","MISS Johnson 58' 3PT Jump Shot",NA,NA,NA,NA,4,134,"Kevin Johnson",1610612756,0,0,NA,NA,0,0,NA,NA,58
29600782,95,2,1,1,"0:00","MISS Edwards 66' 3PT Jump Shot",NA,NA,NA,NA,4,898,"Blue Edwards",1610612763,0,0,NA,NA,0,0,NA,NA,66
29600784,93,2,1,1,"0:00","MISS Smith 65' 3PT Jump Shot",NA,NA,NA,NA,4,120,"Steven Smith",1610612737,0,0,NA,NA,0,0,NA,NA,65
29600799,97,2,1,1,"0:01","MISS Allen 63' 3PT Jump Shot",NA,NA,NA,NA,4,951,"Ray Allen",1610612749,0,0,NA,NA,0,0,NA,NA,63
29600803,329,2,1,3,"0:00",NA,NA,"MISS Richardson 57' 3PT Jump Shot",NA,NA,5,71,"Pooh Richardson",1610612746,0,0,NA,NA,0,0,NA,NA,57
29600806,432,2,1,4,"0:01","MISS Green 83' 3PT Jump Shot",NA,NA,NA,NA,4,920,"A.C. Green",1610612742,0,0,NA,NA,0,0,NA,NA,83
29600807,315,1,1,3,"0:00","Mack 50' 3PT Jump Shot (7 PTS) (Livingston 4 AST)",NA,NA,"87 - 78","-9",4,694,"Sam Mack",1610612745,4,988,"Randy Livingston",1610612745,0,0,NA,NA,50
29600809,96,2,1,1,"0:01",NA,NA,"MISS Mills 61' 3PT Jump Shot",NA,NA,5,371,"Terry Mills",1610612765,0,0,NA,NA,0,0,NA,NA,61
29600811,106,2,1,1,"0:00","MISS Hardaway 48' 3PT Jump Shot",NA,NA,NA,NA,4,358,"Anfernee Hardaway",1610612753,0,0,NA,NA,0,0,NA,NA,48
29600817,350,2,1,3,"0:00",NA,NA,"MISS Jones 73' 3PT Jump Shot",NA,NA,5,461,"Popeye Jones",1610612761,0,0,NA,NA,0,0,NA,NA,73
29600831,325,2,1,3,"0:00",NA,NA,"MISS Dehere 77' 3PT Jump Shot",NA,NA,5,143,"Terry Dehere",1610612746,0,0,NA,NA,0,0,NA,NA,77
29600861,363,2,1,3,"0:00",NA,NA,"MISS Johnson 49' 3PT Jump Shot",NA,NA,5,913,"Larry Johnson",1610612752,0,0,NA,NA,0,0,NA,NA,49
29600868,234,2,1,2,"0:00","MISS Ceballos 84' 3PT Jump Shot",NA,NA,NA,NA,4,76,"Cedric Ceballos",1610612756,0,0,NA,NA,0,0,NA,NA,84
29600869,210,2,1,2,"0:00","MISS Van Exel 53' 3PT Jump Shot",NA,NA,NA,NA,4,89,"Nick Van Exel",1610612747,0,0,NA,NA,0,0,NA,NA,53
29600875,309,2,1,3,"0:00","MISS Martin 49' 3PT Jump Shot",NA,NA,NA,NA,4,239,"Darrick Martin",1610612746,0,0,NA,NA,0,0,NA,NA,49
29600879,316,2,1,3,"0:00","MISS Divac 77' 3PT Jump Shot",NA,NA,NA,NA,4,124,"Vlade Divac",1610612766,0,0,NA,NA,0,0,NA,NA,77
29600885,329,2,1,3,"0:00","Coles BLOCK (1 BLK)",NA,"MISS Edney 69' 3PT Jump Shot",NA,NA,5,721,"Tyus Edney",1610612758,0,0,NA,NA,4,902,"Bimbo Coles",1610612744,69
