TEAM_ID,STATS.NBA_PLAYER_ID,BBR_ID,Season,League,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,PosNum,Season.Tm,PlayerBorn,SeasonPlayerBorn,Poss,X3PA100adj,ORB.adj,DRB.adj,RelTS.
1610612752,NA,,1978,NBA,Toby Knight,SF,22,NYK,80,NA,1169,222,465,0.477419355,NA,NA,NA,222,465,0.477419355,0.477419355,63,97,0.649484536,121,200,321,38,50,28,97,211,507,12.2,0.499330287,0,0.208602151,10.9,17.4,14.2,4.3,1.9,1.2,16,19.6,0.4,1.2,1.6,0.066,-2.1,-1.3,-3.5,-0.4,3,1978 NYK,Toby Knight 1956,1978 Toby Knight 1956,2671.652083,0,4.54,3.76,-0.015347481
1610612758,NA,,1978,NBA,John Kuester,PG,22,KCK,78,NA,1215,145,319,0.454545455,NA,NA,NA,145,319,0.454545455,0.454545455,87,105,0.828571429,19,95,114,252,58,1,97,143,377,12.2,0.516155531,0,0.329153605,1.6,8,4.8,26.3,2.1,0,21,14.5,1.1,0.8,1.9,0.077,-1.4,-1.7,-3.1,-0.3,1,1978 KCK,John Kuester 1956,1978 John Kuester 1956,2738.8125,0,-4.76,-5.64,0.001477763
1610612745,NA,,1978,NBA,Moses Malone,C,22,HOU,59,NA,2107,413,828,0.498792271,NA,NA,NA,413,828,0.498792271,0.498792271,318,443,0.717832957,380,506,886,31,48,76,220,179,1144,21.2,0.559183514,0,0.535024155,18.6,26.2,22.3,2.1,1.1,1.9,17.7,23.5,4.4,1.7,6.1,0.139,1.2,-2.4,-1.1,0.5,5,1978 HOU,Moses Malone 1956,1978 Moses Malone 1956,4446.647917,0,12.24,12.56,0.044505746
1610612738,NA,,1978,NBA,Cedric Maxwell,SF,22,BOS,72,NA,1213,170,316,0.537974684,NA,NA,NA,170,316,0.537974684,0.537974684,188,250,0.752,138,241,379,68,53,48,122,151,528,17.8,0.61971831,0,0.791139241,11.8,19.7,15.9,7.6,2,2,22.3,17.5,2.4,1.8,4.2,0.166,0.3,1.3,1.6,1.1,3,1978 BOS,Cedric Maxwell 1956,1978 Cedric Maxwell 1956,2676.18125,0,5.44,6.06,0.105040542
1610612765,NA,,1978,NBA,Eric Money,PG,22,DET,76,NA,2557,600,1200,0.5,NA,NA,NA,600,1200,0.5,0.5,214,298,0.718120805,90,119,209,356,123,12,322,237,1414,15.4,0.531131679,0,0.248333333,3.8,4.8,4.3,21.1,2.1,0.2,19.5,24.7,2,1.6,3.6,0.067,0.6,-1.7,-1.1,0.6,1,1978 DET,Eric Money 1956,1978 Eric Money 1956,5737.26875,0,-2.56,-8.84,0.016453911
1610612747,NA,,1978,NBA,Norm Nixon,PG,22,LAL,81,NA,2779,496,998,0.496993988,NA,NA,NA,496,998,0.496993988,0.496993988,115,161,0.714285714,41,198,239,553,138,7,251,259,1107,14.1,0.517851128,0,0.161322645,1.6,7,4.4,26,2.2,0.1,19,18.5,2.3,2.1,4.5,0.078,0.2,-0.9,-0.6,1,1,1978 LAL,Norm Nixon 1956,1978 Norm Nixon 1956,6142.747917,0,-4.76,-6.64,0.00317336
1610612759,NA,,1978,NBA,Mark Olberding,PF,21,SAS,79,NA,1773,231,480,0.48125,NA,NA,NA,231,480,0.48125,0.48125,184,227,0.810572687,104,269,373,131,45,26,118,235,646,12.1,0.557011796,0,0.472916667,6.4,15.2,11,8.9,1.1,0.7,16.9,15.2,2.5,1.4,3.9,0.105,-0.3,-0.4,-0.7,0.6,4,1978 SAS,Mark Olberding 1957,1978 Mark Olberding 1957,4026.1875,0,0.04,1.56,0.042334028
1610612744,NA,,1978,NBA,Sonny Parker,SF,22,GSW,82,NA,2069,406,783,0.518518519,NA,NA,NA,406,783,0.518518519,0.518518519,122,173,0.705202312,167,222,389,155,135,36,128,186,934,17.4,0.543579477,0,0.220945083,8,11.1,9.5,10.6,3,0.9,13,18.7,3.4,2.8,6.2,0.145,1.6,1.4,2.9,2.6,3,1978 GSW,Sonny Parker 1956,1978 Sonny Parker 1956,4569.041667,0,1.64,-2.54,0.028901709
1610612745,NA,,1978,NBA,Robert Reid,SF,22,HOU,80,NA,1849,261,574,0.454703833,NA,NA,NA,261,574,0.454703833,0.454703833,63,96,0.65625,111,248,359,121,67,51,81,277,585,11.3,0.474652733,0,0.167247387,6.2,14.6,10.3,8.7,1.7,1.5,11.6,15,1.4,0.9,2.3,0.061,-0.8,0.7,-0.2,0.9,3,1978 HOU,Robert Reid 1956,1978 Robert Reid 1956,3902.160417,0,-0.16,0.96,-0.040025035
1610612743,NA,,1978,NBA,Anthony Roberts,SF,22,DEN,82,NA,1598,311,736,0.422554348,NA,NA,NA,311,736,0.422554348,0.422554348,153,212,0.721698113,135,216,351,105,40,7,118,212,775,12.2,0.467272815,0,0.288043478,9,13.4,11.3,9.4,1.1,0.2,12.5,22.7,0.8,1.1,1.9,0.057,-1.7,-2.5,-4.2,-0.9,3,1978 DEN,Anthony Roberts 1956,1978 Anthony Roberts 1956,3612.145833,0,2.64,-0.24,-0.047404953
1610612737,NA,,1978,NBA,Tree Rollins,C,22,ATL,80,NA,1795,253,520,0.486538462,NA,NA,NA,253,520,0.486538462,0.486538462,104,148,0.702702703,179,373,552,79,57,218,121,326,610,15.6,0.521260596,0,0.284615385,10.5,23.4,16.7,6.3,1.5,7.2,17.1,15.8,1.5,3.5,5,0.133,-1.7,4.2,2.5,2.1,5,1978 ATL,Tree Rollins 1956,1978 Tree Rollins 1956,3862.989583,0,4.14,9.76,0.006582828
1610612756,NA,,1978,NBA,Alvin Scott,SF,22,PHO,81,NA,1538,180,369,0.487804878,NA,NA,NA,180,369,0.487804878,0.487804878,132,191,0.691099476,135,222,357,88,52,40,85,158,492,12.3,0.542998411,0,0.517615176,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13,1.9,2.1,4,0.126,-1.1,1.1,0,0.8,3,1978 PHO,Alvin Scott 1956,1978 Alvin Scott 1956,3569.441667,0,2.54,1.46,0.028320643
1610612752,NA,,1978,NBA,Lonnie Shelton,PF,22,NYK,82,NA,2319,508,988,0.51417004,NA,NA,NA,508,988,0.51417004,0.51417004,203,276,0.735507246,204,376,580,195,109,112,228,350,1219,17.4,0.549376262,0,0.279352227,9.3,16.5,12.9,11.4,2.1,2.5,17,21.8,3.2,2.7,5.9,0.122,1.1,1.1,2.2,2.4,4,1978 NYK,Lonnie Shelton 1956,1978 Lonnie Shelton 1956,5299.88125,0,2.94,2.86,0.034698494
1610612760,NA,,1978,NBA,Jack Sikma,C,22,SEA,82,NA,2238,342,752,0.454787234,NA,NA,NA,342,752,0.454787234,0.454787234,192,247,0.777327935,196,482,678,134,68,40,186,300,876,13.5,0.50889994,0,0.328457447,8.5,22.9,15.4,8.3,1.4,1,17.8,17.8,1.7,3.6,5.4,0.115,-1.4,1.2,-0.2,1,5,1978 SEA,Jack Sikma 1956,1978 Jack Sikma 1956,4886.3,0,2.14,9.26,-0.005777828
1610612758,NA,,1978,NBA,Richard Washington,PF,22,KCK,78,NA,2231,425,891,0.476992144,NA,NA,NA,425,891,0.476992144,0.476992144,150,199,0.753768844,188,466,654,118,74,73,191,324,1000,14.2,0.510954872,0,0.223344557,8.6,21.4,15,7.4,1.5,1.7,16.3,20,1.3,2.6,3.9,0.085,-1,0.4,-0.6,0.8,4,1978 KCK,Richard Washington 1956,1978 Richard Washington 1956,5029.045833,0,2.24,7.76,-0.003722896
1610612746,NA,,1978,NBA,Bill Willoughby,SF,20,BUF,56,NA,1079,156,363,0.429752066,NA,NA,NA,156,363,0.429752066,0.429752066,64,80,0.8,76,143,219,38,24,47,56,131,376,10.9,0.472124561,0,0.220385675,7.6,14.1,10.9,4.9,1,2.3,12.3,16.8,0.4,0.7,1.2,0.051,-2.5,-0.7,-3.2,-0.3,3,1978 BUF,Bill Willoughby 1958,1978 Bill Willoughby 1958,2344.577083,0,1.24,0.46,-0.042553207
1610612751,NA,,1979,NBA,Winford Boynes,SG,21,NJN,69,NA,1176,256,595,0.430252101,NA,NA,NA,256,595,0.430252101,0.430252101,133,169,0.786982249,60,95,155,75,43,7,119,117,645,11.7,0.481803514,0,0.284033613,5.2,8.9,6.9,9.7,1.6,0.3,15.1,25.1,-0.5,1.1,0.6,0.026,-3,-2.3,-5.3,-1,2,1979 NJN,Winford Boynes 1958,1979 Winford Boynes 1958,2682.75,0,-1.36,-4.54,-0.047759047
0,NA,,1979,NBA,Marty Byrnes,SF,22,TOT,79,NA,1264,187,389,0.480719794,NA,NA,NA,187,389,0.480719794,0.480719794,106,154,0.688311688,90,101,191,104,27,10,119,111,480,9.9,0.525440056,0,0.395886889,7.7,8.1,7.9,10.4,0.9,0.4,20.7,17.5,0.2,0.7,0.9,0.034,-2.3,-1.5,-3.7,-0.6,3,1979 TOT,Marty Byrnes 1957,1979 Marty Byrnes 1957,2858.270833,0,1.14,-5.34,-0.004122505
1610612755,NA,,1979,NBA,Maurice Cheeks,PG,22,PHI,82,NA,2409,292,572,0.51048951,NA,NA,NA,292,572,0.51048951,0.51048951,101,140,0.721428571,63,191,254,431,174,12,193,198,685,12.6,0.540561869,0,0.244755245,2.8,7.9,5.5,22.8,3.2,0.3,23.3,13.4,1.3,3.6,4.9,0.097,-0.8,1.5,0.7,1.6,1,1979 PHI,Maurice Cheeks 1957,1979 Maurice Cheeks 1957,5355.00625,0,-3.76,-5.54,0.010999308
1610612747,NA,,1979,NBA,Adrian Dantley,SF,22,LAL,60,NA,1775,374,733,0.510231924,NA,NA,NA,374,733,0.510231924,0.510231924,292,342,0.85380117,131,211,342,138,63,12,155,162,1040,18.4,0.588581519,0,0.466575716,8.5,12.2,10.5,10.3,1.6,0.3,14.9,23.4,4,1.6,5.7,0.153,2.1,-1,1,1.4,3,1979 LAL,Adrian Dantley 1957,1979 Adrian Dantley 1957,3916.09375,0,1.94,-1.24,0.059018958
1610612755,NA,,1979,NBA,Darryl Dawkins,C,22,PHI,78,NA,2035,430,831,0.517448857,NA,NA,NA,430,831,0.517448857,0.517448857,158,235,0.672340426,123,508,631,128,32,143,197,295,1018,15.6,0.544734589,0,0.282791817,6.6,24.9,16.1,9.1,0.7,3.6,17.4,21.7,0.8,3.8,4.6,0.108,-2.2,1.4,-0.8,0.6,5,1979 PHI,Darryl Dawkins 1957,1979 Darryl Dawkins 1957,4523.635417,0,0.04,11.46,0.015172028
1610612758,NA,,1979,NBA,Phil Ford,PG,22,KCK,79,NA,2723,467,1004,0.465139442,NA,NA,NA,467,1004,0.465139442,0.465139442,326,401,0.812967581,33,149,182,681,174,6,323,245,1260,15.8,0.533699299,0,0.39940239,1.3,6.1,3.6,32.2,2.9,0.1,21.5,21.2,2.5,3.2,5.7,0.101,0.4,-0.6,-0.3,1.2,1,1979 KCK,Phil Ford 1957,1979 Phil Ford 1957,6087.039583,0,-5.26,-7.34,0.004136738
1610612737,NA,,1979,NBA,Jack Givens,SF,22,ATL,74,NA,1347,234,564,0.414893617,NA,NA,NA,234,564,0.414893617,0.414893617,102,135,0.755555556,98,116,214,83,72,17,75,121,570,13,0.457170356,0,0.239361702,7.6,9.7,8.6,8.7,2.5,0.7,10.7,20.5,0.7,1.4,2.1,0.074,-0.9,-0.3,-1.2,0.3,3,1979 ATL,Jack Givens 1957,1979 Jack Givens 1957,2876.40625,0,1.04,-3.74,-0.072392205
1610612762,NA,,1979,NBA,James Hardy,SF,22,NOJ,68,NA,1456,196,426,0.460093897,NA,NA,NA,196,426,0.460093897,0.460093897,61,88,0.693181818,121,189,310,65,52,61,93,133,453,10.7,0.487390256,0,0.20657277,8.4,12.3,10.4,5.9,1.6,2.1,16.7,14.6,0,1.3,1.3,0.043,-2.6,0.6,-2,0,3,1979 NOJ,James Hardy 1957,1979 James Hardy 1957,3294.2,0,1.84,-1.14,-0.042172305
1610612749,NA,,1979,NBA,George Johnson,PF,22,MIL,67,NA,1157,165,342,0.48245614,NA,NA,NA,165,342,0.48245614,0.48245614,84,117,0.717948718,106,254,360,81,75,49,100,187,414,14,0.526075023,0,0.342105263,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,0.4,2,2.5,0.102,-1.7,2.5,0.9,0.8,4,1979 MIL,George Johnson 1957,1979 George Johnson 1957,2567.09375,0,3.54,10.86,-0.003487538
1610612749,NA,,1979,NBA,Marques Johnson,SF,22,MIL,77,NA,2779,820,1491,0.549966465,NA,NA,NA,820,1491,0.549966465,0.549966465,332,437,0.7597254,212,374,586,234,116,89,170,186,1972,23.9,0.585761133,0,0.293091885,8.4,14.9,11.7,12.3,1.9,1.7,9.2,25.9,9.2,3,12.2,0.211,5.1,0.2,5.3,5.1,3,1979 MIL,Marques Johnson 1957,1979 Marques Johnson 1957,6165.90625,0,1.84,1.46,0.056198572
1610612738,NA,,1979,NBA,Jeff Judkins,SF,22,BOS,81,NA,1521,295,587,0.502555366,NA,NA,NA,295,587,0.502555366,0.502555366,119,146,0.815068493,70,121,191,145,81,12,109,184,709,14.5,0.54434617,0,0.248722317,5.1,8.9,7,13.6,2.4,0.4,14.3,19.5,1.9,1.1,3,0.095,0.1,-0.8,-0.7,0.5,3,1979 BOS,Jeff Judkins 1957,1979 Jeff Judkins 1957,3374.71875,0,-1.46,-4.54,0.014783609
1610612751,NA,,1979,NBA,Bernard King,SF,22,NJN,82,NA,2859,710,1359,0.522442973,NA,NA,NA,710,1359,0.522442973,0.522442973,349,619,0.563812601,251,418,669,295,118,39,323,326,1769,17.9,0.542185661,0,0.455481972,8.9,16,12.3,16.4,1.8,0.7,16.5,25.6,2.8,3.6,6.5,0.109,2,0.4,2.4,3.2,3,1979 NJN,Bernard King 1957,1979 Bernard King 1957,6522.09375,0,2.34,2.56,0.0126231
0,NA,,1979,NBA,Butch Lee,PG,22,TOT,82,NA,1779,290,634,0.457413249,NA,NA,NA,290,634,0.457413249,0.457413249,175,230,0.760869565,33,93,126,295,86,1,154,146,755,13.8,0.513465724,0,0.362776025,1.9,6,3.9,22.8,2.3,0,17.3,19.8,1.5,1.1,2.6,0.069,-0.6,-1.9,-2.5,-0.2,1,1979 TOT,Butch Lee 1957,1979 Butch Lee 1957,3802.164583,0,-4.66,-7.44,-0.016096837
1610612765,NA,,1979,NBA,John Long,SG,22,DET,82,NA,2498,581,1240,0.468548387,NA,NA,NA,581,1240,0.468548387,0.468548387,157,190,0.826315789,127,139,266,121,102,19,137,224,1319,13.6,0.498262315,0,0.153225806,5.1,6,5.5,6.9,1.8,0.4,9.4,22.3,2.2,1.4,3.6,0.07,-0.2,-1.5,-1.7,0.2,2,1979 DET,John Long 1957,1979 John Long 1957,5578.866667,0,-1.46,-7.44,-0.031300246
1610612759,NA,,1979,NBA,Mark Olberding,PF,22,SAS,80,NA,1885,261,551,0.473684211,NA,NA,NA,261,551,0.473684211,0.473684211,233,290,0.803448276,96,333,429,211,53,18,163,282,755,12.4,0.556292367,0,0.526315789,5.6,17.9,12,13.1,1.2,0.5,19.4,16.9,2,2.2,4.2,0.106,-0.8,0.4,-0.4,0.8,4,1979 SAS,Mark Olberding 1957,1979 Mark Olberding 1957,4343.354167,0,-0.96,4.46,0.026729806
1610612744,NA,,1979,NBA,Purvis Short,PF,21,GSW,75,NA,1703,369,771,0.478599222,NA,NA,NA,369,771,0.478599222,0.478599222,57,85,0.670588235,127,220,347,97,54,12,111,233,795,13.1,0.491712024,0,0.110246433,8,14,10.9,8.1,1.5,0.4,12.1,21.8,0.7,1.9,2.6,0.074,-1.2,-0.6,-1.8,0.1,4,1979 GSW,Purvis Short 1958,1979 Purvis Short 1958,3625.970833,0,1.44,0.56,-0.037850537
1610612741,NA,,1979,NBA,Reggie Theus,PG,21,CHI,82,NA,2753,537,1119,0.479892761,NA,NA,NA,537,1119,0.479892761,0.479892761,264,347,0.760806916,92,136,228,429,93,18,303,270,1338,13.3,0.526075742,0,0.310098302,3.7,5.4,4.5,22.8,1.6,0.3,19.2,22.9,1.5,1.7,3.2,0.056,-0.3,-1.6,-1.9,0.1,1,1979 CHI,Reggie Theus 1958,1979 Reggie Theus 1958,5901.74375,0,-2.86,-8.04,-0.003486819
1610612765,NA,,1979,NBA,Terry Tyler,PF,22,DET,82,NA,2560,456,946,0.482029598,NA,NA,NA,456,946,0.482029598,0.482029598,144,219,0.657534247,211,437,648,89,104,201,141,254,1056,15.5,0.506542845,0,0.231501057,8.3,18.3,13.2,4.6,1.8,4.1,11.9,17.6,2,3.4,5.4,0.101,-1.2,2.1,1,1.9,4,1979 DET,Terry Tyler 1957,1979 Terry Tyler 1957,5717.333333,0,1.74,4.86,-0.023019716
1610612746,NA,,1979,NBA,Freeman Williams,SG,22,SDC,72,NA,1195,335,683,0.490483163,NA,NA,NA,335,683,0.490483163,0.490483163,76,98,0.775510204,48,50,98,83,42,2,99,88,746,16.1,0.513689197,0,0.143484627,4.3,4.5,4.4,10.5,1.6,0.1,12,26.2,1.7,0.1,1.8,0.072,-0.2,-4.2,-4.4,-0.7,2,1979 SDC,Freeman Williams 1957,1979 Freeman Williams 1957,2646.427083,0,-2.26,-8.94,-0.015873364
1610612751,NA,,1980,NBA,Winford Boynes,SG,22,NJN,64,NA,1102,221,467,0.473233405,0,4,0,221,463,0.477321814,0.473233405,104,136,0.764705882,51,82,133,95,59,19,96,132,546,13.1,0.518183889,0.00856531,0.291220557,4.8,7.7,6.3,12.8,2.4,0.9,15.4,21.8,0.3,1.3,1.7,0.072,-1.7,-0.6,-2.3,-0.1,2,1980 NJN,Winford Boynes 1958,1980 Winford Boynes 1958,2435.879167,-0.280712858,-1.9,-5.6,-0.013130297
1610612754,NA,,1980,NBA,Dudley Bradley,SG,22,IND,82,NA,2027,275,609,0.451559934,2,5,0.4,273,604,0.451986755,0.45320197,136,174,0.781609195,69,154,223,252,211,48,166,194,688,13.5,0.501779567,0.008210181,0.285714286,3.4,8.1,5.7,15.9,4.8,1.3,19.5,16.3,0.2,2.9,3.1,0.073,-1.5,2.2,0.7,1.4,2,1980 IND,Dudley Bradley 1958,1980 Dudley Bradley 1958,4408.725,-0.331513142,-3.3,-5.2,-0.029534619
1610612752,NA,,1980,NBA,Bill Cartwright,C,22,NYK,82,NA,3150,665,1215,0.547325103,0,0,NA,665,1215,0.547325103,0.547325103,451,566,0.796819788,194,532,726,165,48,101,222,279,1781,17.9,0.608248409,0,0.465843621,6.6,18.6,12.6,7,0.7,1.7,13.2,20.6,7.7,2.1,9.7,0.148,1.5,-0.9,0.6,2.1,5,1980 NYK,Bill Cartwright 1958,1980 Bill Cartwright 1958,6989.0625,-0.444924616,-0.1,5.3,0.076934223
1610612752,NA,,1980,NBA,Larry Demic,PF,22,NYK,82,NA,1872,230,528,0.435606061,0,0,NA,230,528,0.435606061,0.435606061,110,183,0.601092896,195,288,483,64,56,30,168,306,570,7.4,0.468349438,0,0.346590909,11.2,16.9,14.1,4.1,1.3,0.9,21.6,16,-1.4,1.3,-0.1,-0.002,-3.8,-0.9,-4.7,-1.3,4,1980 NYK,Larry Demic 1958,1980 Larry Demic 1958,4153.5,-0.444924616,4.5,3.6,-0.062964748
1610612743,NA,,1980,NBA,Gary Garland,PG,22,DEN,78,NA,1106,155,356,0.435393258,6,19,0.315789474,149,337,0.442136499,0.443820225,18,26,0.692307692,50,88,138,145,54,4,73,80,334,10.2,0.454495972,0.053370787,0.073033708,4.6,8.5,6.5,17.9,2.3,0.2,16.6,15.6,-0.2,0.7,0.5,0.02,-2.6,-0.9,-3.5,-0.4,1,1980 DEN,Gary Garland 1958,1980 Gary Garland 1958,2394.029167,0.348716509,-2.1,-4.8,-0.076818214
1610612741,NA,,1980,NBA,Dave Greenwood,PF,22,CHI,82,NA,2791,498,1051,0.473834443,1,7,0.142857143,497,1044,0.47605364,0.474310181,337,416,0.810096154,223,550,773,182,60,129,210,313,1334,16.2,0.540501118,0.006660324,0.395813511,9.2,21.6,15.6,9.8,1,2.6,14.5,21.1,3.5,3.1,6.5,0.112,-0.3,0.8,0.5,1.8,4,1980 CHI,Dave Greenwood 1958,1980 Dave Greenwood 1958,5919.245833,-0.326666307,2.5,8.3,0.009186932
1610612765,NA,,1980,NBA,Roy Hamilton,PG,22,DET,72,NA,1116,115,287,0.400696864,0,2,0,115,285,0.403508772,0.400696864,103,150,0.686666667,45,62,107,192,48,5,118,82,333,9.1,0.471671388,0.006968641,0.522648084,4.2,5.9,5,21,1.9,0.2,25.1,16.2,-0.7,0.3,-0.4,-0.016,-3.6,-2.1,-5.7,-1.1,1,1980 DET,Roy Hamilton 1958,1980 Roy Hamilton 1958,2490.075,-0.36460575,-2.5,-7.4,-0.059642798
1610612756,NA,,1980,NBA,Johnny High,PG,22,PHO,82,NA,1121,144,323,0.445820433,1,7,0.142857143,143,316,0.452531646,0.447368421,120,178,0.674157303,69,104,173,119,71,15,123,172,409,10.1,0.509568424,0.021671827,0.551083591,6.9,10,8.5,13.7,2.9,0.7,23.5,18.6,-0.5,1.6,1.1,0.047,-2.8,1.1,-1.7,0.1,1,1980 PHO,Johnny High 1958,1980 Johnny High 1958,2447.516667,-0.158920434,0.2,-3.3,-0.021745762
1610612747,NA,,1980,NBA,Magic Johnson,SG,20,LAL,77,NA,2795,503,949,0.530031612,7,31,0.225806452,496,918,0.540305011,0.533719705,374,462,0.80952381,166,430,596,563,187,41,305,218,1387,20.6,0.601850245,0.032665964,0.48682824,7.1,15.4,11.6,25.2,3.1,0.8,20.9,20.9,6.2,4.3,10.5,0.18,3.3,2.2,5.5,5.3,2,1980 LAL,Magic Johnson 1960,1980 Magic Johnson 1960,6061.65625,0.066486766,0.4,2.1,0.070536059
